ESTACAO;NUM;ANO;MES;DIA;TEMP;HR;VENTO;PREC;FFMC;DMC;DC;ISI;BUI;FWI;DSR
CHAVES;616;2007;1;1;13.8;91.0;8.0;0.3;68.1;1.5;12.9;0.9;2.3;0.3;0.00
CABRIL;619;2007;1;1;12.5;96.0;6.0;3.6;15.4;0.1;2.0;0.0;0.1;0.0;0.00
BRAGA;622;2007;1;1;15.3;94.0;6.0;5.1;17.2;0.9;2.5;0.0;0.9;0.0;0.00
C.BASTO;630;2007;1;1;13.4;98.0;4.0;3.0;7.2;0.0;2.1;0.0;0.1;0.0;0.00
MIRANDELA;632;2007;1;1;15.2;81.0;7.0;0.0;74.6;1.7;14.7;1.1;2.6;0.4;0.00
MCAVALEIRO;633;2007;1;1;10.9;96.0;5.0;0.2;55.2;6.4;133.2;0.4;11.4;0.2;0.00
M.DOURO;635;2007;1;1;11.0;93.0;9.0;0.0;76.2;4.2;17.5;1.3;5.3;0.6;0.01
MOGADOURO;637;2007;1;1;10.7;84.0;17.0;0.0;78.3;5.0;16.8;2.3;5.8;1.2;0.04
C.ANSIAES;644;2007;1;1;12.8;85.0;13.0;0.2;78.5;5.1;19.1;1.9;6.1;0.9;0.02
MONCORVO;654;2007;1;1;14.0;76.0;13.0;0.0;82.1;7.9;40.1;2.8;10.6;3.0;0.19
MOIM.BEIRA;663;2007;1;1;13.2;79.0;8.0;0.0;77.2;5.4;24.0;1.3;6.9;0.7;0.01
TRANCOSO;666;2007;1;1;10.9;91.0;23.0;0.0;78.3;3.8;23.6;3.1;5.4;2.1;0.10
AROUCA;669;2007;1;1;13.3;97.0;6.0;0.0;77.4;13.7;65.3;1.2;17.9;1.2;0.04
FC.RODRIGO;671;2007;1;1;12.3;91.0;23.0;0.0;77.4;2.3;60.1;2.9;4.3;1.6;0.06
GUARDA;683;2007;1;1;9.0;97.0;2.0;0.0;73.0;3.5;26.5;0.8;5.3;0.3;0.00
NELAS;685;2007;1;1;13.1;98.0;9.0;0.0;74.9;6.4;32.1;1.2;8.6;0.7;0.01
PAMP.SERRA;686;2007;1;1;11.0;96.0;8.0;0.0;75.7;8.8;27.2;1.2;9.7;0.7;0.01
COVILHA;687;2007;1;1;12.2;82.0;1.0;0.0;77.5;12.5;202.6;0.9;21.7;0.9;0.02
LOUSA;697;2007;1;1;15.3;77.0;5.0;0.0;84.0;9.9;34.7;2.4;11.5;2.5;0.14
AVEIRO/UNI;702;2007;1;1;15.1;94.0;7.0;0.2;72.2;12.5;48.5;1.0;15.2;0.7;0.02
ANADIA;705;2007;1;1;15.5;87.0;6.0;0.0;81.1;12.0;111.7;1.7;18.9;2.5;0.13
FIG.FOZ;713;2007;1;1;16.0;89.0;8.0;0.0;76.9;9.0;45.1;1.3;12.0;0.9;0.02
ANSIAO;716;2007;1;1;13.9;85.0;6.0;0.0;77.0;10.0;49.0;1.2;13.2;0.8;0.02
LEIRIA/Aer;718;2007;1;1;15.8;88.0;4.0;0.0;78.0;11.7;46.8;1.1;14.4;0.9;0.02
TOMAR;724;2007;1;1;15.1;87.0;3.0;0.0;53.6;5.0;37.0;0.3;7.4;0.1;0.00
ALCOBACA;726;2007;1;1;16.6;90.0;4.0;0.0;80.2;13.3;51.5;1.4;16.2;1.5;0.06
R.MAIOR;729;2007;1;1;15.6;92.0;2.0;0.0;68.6;6.6;37.2;0.7;9.1;0.4;0.00
SANTAREMFB;734;2007;1;1;13.7;100.0;2.0;0.1;40.8;5.2;40.7;0.0;7.9;0.0;0.00
D.PORTOS;739;2007;1;1;16.8;87.0;2.0;0.0;77.9;10.6;228.4;1.0;19.0;0.9;0.02
CORUCHE;744;2007;1;1;15.3;86.0;2.0;0.1;73.1;10.4;48.5;0.8;13.5;0.6;0.01
LAVRADIO;766;2007;1;1;11.5;84.0;3.0;0.2;76.1;7.0;42.6;1.0;10.0;0.6;0.01
SETUBAL;770;2007;1;1;15.1;90.0;5.0;0.1;71.0;10.8;132.0;0.8;17.9;0.7;0.01
ALCAC. SAL;776;2007;1;1;15.6;76.0;0.0;0.0;80.2;14.7;134.0;1.2;23.1;1.6;0.06
ALVALADE;783;2007;1;1;10.7;80.0;2.0;0.2;80.5;9.3;45.5;1.3;12.3;0.9;0.02
SABUGAL;800;2007;1;1;11.7;90.0;6.0;0.0;57.7;2.9;19.0;0.5;4.2;0.2;0.00
ZEBREIRA;803;2007;1;1;12.3;93.0;6.0;0.0;36.7;4.4;32.3;0.0;6.6;0.0;0.00
PROENCA;806;2007;1;1;13.3;94.0;7.0;0.0;30.0;4.2;38.0;0.0;6.6;0.0;0.00
ALVEGA;812;2007;1;1;15.2;81.0;3.0;0.0;75.2;10.8;43.0;0.9;13.3;0.6;0.01
AVIS;824;2007;1;1;13.4;77.0;3.0;0.0;80.9;16.3;64.0;1.5;19.9;2.0;0.09
ELVAS;835;2007;1;1;10.0;91.0;5.0;0.0;80.1;12.3;41.5;1.5;14.1;1.4;0.05
ESTREMOZ;837;2007;1;1;14.3;80.0;6.0;0.2;79.9;9.3;156.5;1.5;16.2;1.7;0.07
PORTEL;848;2007;1;1;14.7;78.0;6.0;0.0;81.0;10.9;74.0;1.7;16.0;2.1;0.10
AMARELEJA;850;2007;1;1;13.4;84.0;4.0;0.0;81.8;12.6;295.2;1.7;22.7;2.8;0.17
MERTOLA.VF;863;2007;1;1;12.7;96.0;12.0;0.0;76.5;51.6;786.0;1.5;88.6;7.0;0.84
N. CORVO;864;2007;1;1;15.5;77.0;12.0;0.0;81.5;10.1;47.3;2.4;13.1;2.9;0.18
ALCOUTIM;865;2007;1;1;14.2;83.0;12.0;0.0;79.5;49.8;533.4;2.0;80.8;8.2;1.13
C.MARIM;867;2007;1;1;16.1;76.0;10.0;0.0;81.9;14.7;165.3;2.3;24.1;4.2;0.35
PORTIMAO;878;2007;1;1;17.9;66.0;15.0;0.0;84.2;16.2;88.6;4.0;22.2;6.9;0.84
;;;;;;;;;;;;;;;
ESTACAO;NUM;ANO;MES;DIA;TEMP;HR;VENTO;PREC;FFMC;DMC;DC;ISI;BUI;FWI;DSR
SAGRES;533;2007;1;2;17.0;72.0;7.0;0.0;84.6;16.4;157.0;2.9;26.0;5.5;0.56
SINES/MC;541;2007;1;2;12.6;94.0;14.0;0.0;78.3;13.7;53.7;2.0;16.7;2.6;0.15
PORTO/PR;545;2007;1;2;11.8;79.0;7.0;0.0;34.9;2.4;15.9;0.0;3.5;0.0;0.00
COIMBRA/CE;548;2007;1;2;12.5;70.0;10.0;2.0;68.9;10.6;42.4;1.0;13.0;0.7;0.01
V.CASTELO;551;2007;1;2;11.6;89.0;5.0;0.0;11.9;0.5;4.2;0.0;0.7;0.0;0.00
FARO;554;2007;1;2;19.9;35.0;17.0;0.0;89.3;21.9;65.0;9.1;23.8;14.2;2.99
EVORA/CC;558;2007;1;2;12.4;84.0;16.0;0.0;81.2;11.0;47.0;2.9;13.9;3.7;0.28
VISEU/CC;560;2007;1;2;10.7;76.0;20.0;1.0;43.7;2.7;23.5;0.2;4.3;0.1;0.00
BEJA;562;2007;1;2;10.7;100.0;11.0;0.0;74.4;7.3;58.6;1.3;11.1;0.8;0.02
V.REAL;567;2007;1;2;10.7;71.0;2.0;0.5;71.2;4.8;23.9;0.7;6.4;0.3;0.00
P.DOURADAS;568;2007;1;2;12.6;13.0;7.0;0.6;86.1;6.5;13.8;3.5;6.4;2.8;0.17
C.BRANCO;570;2007;1;2;11.5;78.0;11.0;0.0;60.2;6.2;34.6;0.7;8.6;0.4;0.01
PORTALEGRE;571;2007;1;2;12.4;70.0;4.0;0.0;73.6;9.2;36.4;0.9;11.3;0.6;0.01
BRAGANCA;575;2007;1;2;6.9;79.0;2.0;0.0;44.3;1.3;5.8;0.1;1.7;0.0;0.00
LISBOA/GC;579;2007;1;2;12.8;89.0;13.0;0.0;70.2;7.8;42.2;1.2;10.7;0.8;0.02
MONCAO;605;2007;1;2;9.6;100.0;15.0;0.0;73.6;4.9;161.1;1.5;9.1;0.9;0.02
LAM.MOURO;606;2007;1;2;12.4;21.0;1.0;0.0;53.5;1.4;18.0;0.3;2.4;0.1;0.00
MONTALEGRE;611;2007;1;2;5.8;79.0;2.0;0.1;43.8;0.3;3.7;0.1;0.5;0.0;0.00
P.LIMA;615;2007;1;2;11.5;87.0;4.0;0.0;14.5;0.2;4.3;0.0;0.4;0.0;0.00
CHAVES;616;2007;1;2;4.3;100.0;3.0;0.0;68.1;1.5;13.4;0.7;2.3;0.2;0.00
CABRIL;619;2007;1;2;10.0;73.0;10.0;0.1;39.4;0.5;3.5;0.1;0.7;0.0;0.00
BRAGA;622;2007;1;2;14.2;59.0;10.0;0.1;50.8;1.7;4.8;0.3;1.8;0.1;0.00
C.BASTO;630;2007;1;2;10.7;79.0;4.0;0.2;24.9;0.3;3.7;0.0;0.5;0.0;0.00
MIRANDELA;632;2007;1;2;3.9;100.0;1.0;0.0;73.1;1.7;15.1;0.7;2.7;0.2;0.00
MCAVALEIRO;633;2007;1;2;9.6;81.0;6.0;0.0;63.9;6.7;134.6;0.7;11.8;0.5;0.01
M.DOURO;635;2007;1;2;5.2;100.0;1.0;0.2;73.8;4.2;18.1;0.8;5.3;0.3;0.00
MOGADOURO;637;2007;1;2;8.6;71.0;17.0;0.0;80.4;5.3;18.1;2.8;6.1;2.0;0.09
C.ANSIAES;644;2007;1;2;10.1;70.0;8.0;0.0;80.5;5.5;20.6;1.8;6.6;0.9;0.02
MONCORVO;654;2007;1;2;6.0;95.0;4.0;0.0;78.0;7.9;40.9;1.2;10.7;0.7;0.02
MOIM.BEIRA;663;2007;1;2;10.9;71.0;2.0;0.0;79.4;5.8;25.7;1.2;7.4;0.6;0.01
TRANCOSO;666;2007;1;2;7.6;79.0;12.0;0.0;79.1;4.0;24.7;1.9;5.7;0.9;0.02
AROUCA;669;2007;1;2;11.2;88.0;2.0;0.0;77.6;13.9;67.0;1.0;18.3;0.9;0.02
FC.RODRIGO;671;2007;1;2;8.4;89.0;7.0;0.0;77.4;2.4;61.3;1.3;4.4;0.5;0.01
GUARDA;683;2007;1;2;8.6;80.0;7.0;0.0;75.8;3.7;27.8;1.1;5.6;0.5;0.01
NELAS;685;2007;1;2;11.9;85.0;15.0;0.4;76.8;6.6;33.9;1.8;8.9;1.2;0.04
PAMP.SERRA;686;2007;1;2;12.3;68.0;9.0;0.0;79.8;9.3;29.1;1.8;10.4;1.4;0.05
COVILHA;687;2007;1;2;13.2;67.0;1.0;0.0;80.1;13.1;204.7;1.2;22.6;1.7;0.07
LOUSA;697;2007;1;2;9.4;92.0;2.0;0.0;80.0;10.0;36.1;1.3;11.8;0.8;0.02
AVEIRO/UNI;702;2007;1;2;12.8;77.0;2.0;1.0;69.7;12.9;50.5;0.7;15.7;0.5;0.01
ANADIA;705;2007;1;2;13.6;83.0;1.0;0.0;81.1;12.3;113.9;1.4;19.4;1.7;0.07
FIG.FOZ;713;2007;1;2;13.5;79.0;6.0;1.8;65.0;8.2;47.2;0.7;11.4;0.5;0.01
ANSIAO;716;2007;1;2;10.2;100.0;6.0;0.0;73.9;10.0;50.5;1.0;13.4;0.7;0.01
LEIRIA/Aer;718;2007;1;2;13.3;88.0;5.0;0.5;78.1;11.9;48.9;1.2;14.8;0.9;0.02
TOMAR;724;2007;1;2;13.2;87.0;4.0;0.1;60.7;5.2;39.1;0.5;7.8;0.3;0.00
ALCOBACA;726;2007;1;2;14.1;88.0;5.0;0.0;80.0;13.5;53.7;1.5;16.6;1.7;0.07
R.MAIOR;729;2007;1;2;13.4;88.0;8.0;0.0;72.0;6.8;39.3;1.0;9.5;0.6;0.01
SANTAREMFB;734;2007;1;2;11.7;100.0;6.0;1.0;36.2;5.2;42.5;0.0;8.0;0.0;0.00
D.PORTOS;739;2007;1;2;15.1;71.0;8.0;0.4;80.8;11.2;230.8;1.9;19.9;2.8;0.17
CORUCHE;744;2007;1;2;12.5;87.0;6.0;0.2;75.0;10.6;50.5;1.0;13.9;0.8;0.02
LAVRADIO;766;2007;1;2;12.3;82.0;9.0;0.0;77.9;7.3;44.5;1.5;10.4;0.9;0.02
SETUBAL;770;2007;1;2;13.5;87.0;8.0;0.0;73.9;11.0;134.1;1.1;18.3;0.9;0.02
ALCAC. SAL;776;2007;1;2;15.4;76.0;4.0;0.0;81.1;15.2;136.5;1.6;23.8;2.6;0.15
ALVALADE;783;2007;1;2;14.2;90.0;8.0;0.0;79.5;9.5;47.8;1.6;12.7;1.5;0.05
SABUGAL;800;2007;1;2;10.4;83.0;10.0;0.0;66.1;3.1;20.6;0.9;4.5;0.4;0.00
ZEBREIRA;803;2007;1;2;9.4;96.0;10.0;0.0;41.1;4.5;33.7;0.1;6.7;0.0;0.00
PROENCA;806;2007;1;2;12.9;76.0;10.0;0.0;51.6;4.6;40.0;0.3;7.2;0.2;0.00
ALVEGA;812;2007;1;2;13.3;81.0;7.0;0.2;77.6;11.1;45.1;1.3;13.8;0.9;0.02
AVIS;824;2007;1;2;10.0;97.0;4.0;0.0;76.8;16.3;65.5;1.1;20.1;1.0;0.03
ELVAS;835;2007;1;2;9.5;96.0;9.0;0.0;76.8;12.4;42.9;1.4;14.4;1.0;0.03
ESTREMOZ;837;2007;1;2;9.5;95.0;16.0;0.0;77.0;9.4;157.9;2.0;16.3;2.6;0.14
PORTEL;848;2007;1;2;10.5;95.0;14.0;0.0;77.4;11.0;75.6;1.8;16.1;2.3;0.12
AMARELEJA;850;2007;1;2;12.9;86.0;9.0;0.0;80.8;12.8;297.2;2.0;23.2;3.4;0.24
MERTOLA.VF;863;2007;1;2;12.6;93.0;10.0;0.0;76.5;51.7;788.0;1.4;88.9;6.4;0.72
N. CORVO;864;2007;1;2;13.5;88.0;12.0;0.0;80.3;10.3;49.4;2.1;13.6;2.5;0.14
ALCOUTIM;865;2007;1;2;12.9;90.0;10.0;0.0;79.1;50.0;535.4;1.7;81.0;7.3;0.91
C.MARIM;867;2007;1;2;16.4;73.0;13.0;0.0;82.5;15.3;168.0;2.9;24.9;5.4;0.55
PORTIMAO;878;2007;1;2;16.9;63.0;13.0;0.0;84.5;17.0;91.3;3.8;23.2;6.8;0.80
;;;;;;;;;;;;;;;
ESTACAO;NUM;ANO;MES;DIA;TEMP;HR;VENTO;PREC;FFMC;DMC;DC;ISI;BUI;FWI;DSR
SAGRES;533;2007;1;3;16.1;70.0;10.0;0.0;84.6;17.0;159.6;3.3;26.9;6.5;0.75
SINES/MC;541;2007;1;3;16.6;64.0;5.0;0.0;82.0;14.5;56.4;1.8;17.6;2.5;0.14
PORTO/PR;545;2007;1;3;12.7;67.0;13.0;0.0;59.8;3.0;17.9;0.8;4.2;0.3;0.00
COIMBRA/CE;548;2007;1;3;12.6;61.0;4.0;0.0;77.0;11.3;44.4;1.1;13.8;0.8;0.02
V.CASTELO;551;2007;1;3;10.5;77.0;8.0;0.0;33.4;0.8;5.8;0.0;1.2;0.0;0.00
FARO;554;2007;1;3;17.7;50.0;13.0;0.0;88.7;23.1;67.9;6.9;24.9;11.7;2.12
EVORA/CC;558;2007;1;3;12.4;83.0;6.0;0.0;81.2;11.3;48.9;1.8;14.3;2.0;0.09
VISEU/CC;560;2007;1;3;13.8;51.0;3.0;0.0;65.4;3.6;25.7;0.6;5.3;0.3;0.00
BEJA;562;2007;1;3;12.2;85.0;7.0;0.0;76.2;7.5;60.5;1.2;11.5;0.8;0.02
V.REAL;567;2007;1;3;5.5;89.0;3.0;0.0;72.4;4.9;24.6;0.8;6.5;0.4;0.00
P.DOURADAS;568;2007;1;3;15.6;23.0;5.0;0.0;90.3;8.1;16.3;5.8;8.0;5.5;0.56
C.BRANCO;570;2007;1;3;10.3;85.0;8.0;0.0;66.7;6.4;36.2;0.8;8.9;0.5;0.01
PORTALEGRE;571;2007;1;3;15.8;53.0;4.0;0.0;81.3;10.2;38.9;1.6;12.3;1.4;0.05
BRAGANCA;575;2007;1;3;0.1;97.0;4.0;0.0;45.8;1.3;5.5;0.1;1.6;0.0;0.00
LISBOA/GC;579;2007;1;3;10.2;85.0;12.0;0.0;73.7;8.0;43.7;1.3;11.0;0.8;0.02
MONCAO;605;2007;1;3;8.1;91.0;6.0;0.0;74.2;5.0;162.3;1.0;9.3;0.6;0.01
LAM.MOURO;606;2007;1;3;12.7;33.0;10.0;0.0;76.7;2.5;20.0;1.4;3.9;0.5;0.01
MONTALEGRE;611;2007;1;3;4.3;78.0;3.0;0.0;53.3;0.4;4.2;0.3;0.7;0.1;0.00
P.LIMA;615;2007;1;3;10.0;72.0;5.0;0.0;35.7;0.6;5.8;0.0;0.9;0.0;0.00
CHAVES;616;2007;1;3;1.5;100.0;2.0;0.0;68.1;1.5;13.4;0.7;2.3;0.2;0.00
CABRIL;619;2007;1;3;8.5;69.0;13.0;0.0;59.1;0.9;4.7;0.7;1.2;0.2;0.00
BRAGA;622;2007;1;3;13.1;52.0;13.0;0.1;72.6;2.5;6.9;1.3;2.6;0.4;0.01
C.BASTO;630;2007;1;3;10.3;69.0;3.0;0.0;44.1;0.7;5.3;0.1;1.1;0.0;0.00
MIRANDELA;632;2007;1;3;2.9;100.0;3.0;0.0;72.3;1.7;15.3;0.8;2.7;0.3;0.00
MCAVALEIRO;633;2007;1;3;1.1;100.0;4.0;0.0;63.9;6.7;134.5;0.6;11.9;0.4;0.01
M.DOURO;635;2007;1;3;1.9;100.0;6.0;0.1;72.5;4.2;18.1;0.9;5.3;0.4;0.01
MOGADOURO;637;2007;1;3;2.5;94.0;4.0;0.0;77.7;5.3;18.3;1.1;6.2;0.5;0.01
C.ANSIAES;644;2007;1;3;4.2;88.0;12.0;0.0;79.2;5.6;21.1;1.9;6.7;0.9;0.02
MONCORVO;654;2007;1;3;1.4;97.0;3.0;0.1;75.7;7.9;40.9;0.9;10.7;0.6;0.01
MOIM.BEIRA;663;2007;1;3;7.2;77.0;2.0;0.0;79.8;6.0;26.7;1.2;7.7;0.6;0.01
TRANCOSO;666;2007;1;3;5.3;80.0;5.0;0.0;79.3;4.2;25.4;1.4;5.9;0.6;0.01
AROUCA;669;2007;1;3;11.9;58.0;1.0;0.0;81.0;14.6;68.8;1.3;19.1;1.6;0.06
FC.RODRIGO;671;2007;1;3;0.7;74.0;2.0;0.0;78.3;2.5;61.1;1.1;4.5;0.4;0.01
GUARDA;683;2007;1;3;13.2;38.0;3.0;0.0;83.5;4.8;29.9;2.0;6.8;1.0;0.03
NELAS;685;2007;1;3;9.0;78.0;5.0;0.0;78.3;6.9;35.2;1.2;9.2;0.7;0.02
PAMP.SERRA;686;2007;1;3;14.9;43.0;16.0;0.0;85.7;10.4;31.5;5.2;11.4;6.1;0.66
COVILHA;687;2007;1;3;7.5;84.0;2.0;0.0;80.1;13.3;205.8;1.3;22.9;1.8;0.08
LOUSA;697;2007;1;3;7.8;81.0;3.0;0.0;80.0;10.2;37.2;1.3;12.1;0.9;0.02
AVEIRO/UNI;702;2007;1;3;12.5;65.0;5.0;0.0;76.9;13.5;52.5;1.1;16.4;0.9;0.02
ANADIA;705;2007;1;3;13.4;60.0;4.0;0.0;83.1;13.0;116.0;2.0;20.3;3.1;0.21
FIG.FOZ;713;2007;1;3;12.8;71.0;4.0;0.0;73.1;8.7;49.2;0.9;12.1;0.6;0.01
ANSIAO;716;2007;1;3;13.7;64.0;5.0;0.0;79.4;10.7;52.7;1.4;14.2;1.1;0.03
LEIRIA/Aer;718;2007;1;3;12.8;74.0;6.0;0.0;80.0;12.3;50.9;1.5;15.4;1.7;0.07
TOMAR;724;2007;1;3;7.2;72.0;0.0;0.0;65.7;5.5;40.1;0.5;8.2;0.3;0.00
ALCOBACA;726;2007;1;3;14.4;83.0;6.0;0.0;80.1;13.8;56.0;1.5;17.1;1.9;0.08
R.MAIOR;729;2007;1;3;12.2;83.0;12.0;0.0;75.5;7.1;41.2;1.4;9.9;0.9;0.02
SANTAREMFB;734;2007;1;3;11.6;88.0;6.0;0.0;46.7;5.4;44.3;0.1;8.3;0.1;0.00
D.PORTOS;739;2007;1;3;12.0;87.0;12.0;0.0;80.2;11.4;232.7;2.1;20.3;3.4;0.24
CORUCHE;744;2007;1;3;11.8;83.0;6.0;0.0;76.9;10.9;52.3;1.2;14.3;0.9;0.02
LAVRADIO;766;2007;1;3;10.1;81.0;8.0;0.0;78.8;7.6;46.0;1.5;10.7;0.9;0.02
SETUBAL;770;2007;1;3;12.4;83.0;5.0;0.0;76.2;11.3;136.0;1.1;18.7;0.9;0.02
ALCAC. SAL;776;2007;1;3;13.6;83.0;4.0;0.0;81.1;15.5;138.7;1.6;24.2;2.7;0.16
ALVALADE;783;2007;1;3;9.2;72.0;1.0;0.0;80.4;9.9;49.2;1.2;13.1;0.9;0.02
SABUGAL;800;2007;1;3;11.5;71.0;6.0;0.0;73.9;3.5;22.4;1.0;5.1;0.4;0.01
ZEBREIRA;803;2007;1;3;6.7;100.0;4.0;0.0;41.1;4.5;34.6;0.1;6.8;0.0;0.00
PROENCA;806;2007;1;3;11.1;84.0;14.0;0.0;62.8;4.8;41.7;1.0;7.5;0.5;0.01
ALVEGA;812;2007;1;3;11.1;80.0;10.0;0.0;78.9;11.4;46.8;1.7;14.2;1.8;0.08
AVIS;824;2007;1;3;10.8;84.0;9.0;0.0;77.8;16.5;67.1;1.5;20.5;2.1;0.10
ELVAS;835;2007;1;3;10.6;74.0;7.0;0.0;79.1;12.8;44.5;1.5;14.9;1.5;0.05
ESTREMOZ;837;2007;1;3;13.2;74.0;7.0;0.0;79.6;9.9;160.0;1.6;17.1;1.9;0.08
PORTEL;848;2007;1;3;13.7;77.0;9.0;0.0;79.5;11.4;77.8;1.7;16.7;2.1;0.11
AMARELEJA;850;2007;1;3;11.3;86.0;2.0;0.1;80.5;13.0;298.9;1.3;23.5;2.0;0.09
MERTOLA.VF;863;2007;1;3;13.9;81.0;5.0;0.0;78.2;52.1;790.2;1.2;89.4;5.7;0.59
N. CORVO;864;2007;1;3;16.3;68.0;7.0;0.0;82.3;11.0;52.0;2.1;14.4;2.6;0.14
ALCOUTIM;865;2007;1;3;15.4;68.0;7.0;0.0;81.7;50.7;537.9;2.0;82.0;8.2;1.13
C.MARIM;867;2007;1;3;14.3;73.0;10.0;0.0;82.5;15.8;170.3;2.5;25.7;4.8;0.44
PORTIMAO;878;2007;1;3;17.3;58.0;6.0;0.0;85.2;18.0;94.1;2.9;24.3;5.4;0.54
;;;;;;;;;;;;;;;
ESTACAO;NUM;ANO;MES;DIA;TEMP;HR;VENTO;PREC;FFMC;DMC;DC;ISI;BUI;FWI;DSR
SAGRES;533;2007;1;4;15.7;74.0;9.0;0.1;84.1;17.5;162.1;3.0;27.6;5.9;0.63
SINES/MC;541;2007;1;4;14.0;84.0;6.0;0.0;81.5;14.8;58.6;1.8;18.1;2.5;0.14
PORTO/PR;545;2007;1;4;9.9;90.0;11.0;0.0;64.8;3.1;19.4;0.9;4.5;0.4;0.00
COIMBRA/CE;548;2007;1;4;13.0;66.0;4.0;0.0;80.4;11.9;46.4;1.5;14.5;1.4;0.05
V.CASTELO;551;2007;1;4;10.8;100.0;7.0;2.0;23.2;0.1;7.4;0.0;0.2;0.0;0.00
FARO;554;2007;1;4;17.3;75.0;8.0;0.0;85.1;23.7;70.7;3.2;25.8;6.1;0.67
EVORA/CC;558;2007;1;4;13.5;80.0;9.0;0.0;81.2;11.7;51.0;2.1;14.8;2.5;0.14
VISEU/CC;560;2007;1;4;10.6;80.0;4.0;0.0;70.8;3.9;27.3;0.8;5.7;0.4;0.00
BEJA;562;2007;1;4;11.4;94.0;4.0;0.0;76.2;7.6;62.3;1.0;11.6;0.7;0.01
V.REAL;567;2007;1;4;7.0;96.0;2.0;0.0;72.5;4.9;25.6;0.8;6.7;0.4;0.00
P.DOURADAS;568;2007;1;4;8.3;84.0;24.0;0.0;82.9;8.3;17.5;5.3;8.2;5.2;0.50
C.BRANCO;570;2007;1;4;9.9;99.0;4.0;0.0;66.9;6.4;37.7;0.7;9.0;0.4;0.01
PORTALEGRE;571;2007;1;4;11.5;72.0;7.0;0.0;81.8;10.6;40.7;2.0;12.9;2.1;0.10
BRAGANCA;575;2007;1;4;4.5;86.0;2.0;0.0;51.7;1.4;6.0;0.2;1.8;0.1;0.00
LISBOA/GC;579;2007;1;4;15.1;77.0;5.0;0.0;77.5;8.5;46.1;1.2;11.6;0.8;0.02
MONCAO;605;2007;1;4;9.2;97.0;1.0;0.0;74.2;5.0;163.7;0.8;9.4;0.5;0.01
LAM.MOURO;606;2007;1;4;8.8;100.0;13.0;2.0;51.0;1.5;21.3;0.4;2.6;0.1;0.00
MONTALEGRE;611;2007;1;4;3.7;97.0;2.0;0.4;54.4;0.4;4.6;0.3;0.7;0.1;0.00
P.LIMA;615;2007;1;4;9.6;100.0;1.0;2.0;24.7;0.0;7.2;0.0;0.0;0.0;0.00
CHAVES;616;2007;1;4;4.8;100.0;1.0;0.0;68.1;1.5;14.0;0.6;2.4;0.2;0.00
CABRIL;619;2007;1;4;7.1;95.0;6.0;0.5;61.1;1.0;5.7;0.6;1.3;0.2;0.00
BRAGA;622;2007;1;4;10.4;92.0;6.0;0.4;73.4;2.6;8.5;1.0;3.0;0.3;0.00
C.BASTO;630;2007;1;4;7.3;93.0;2.0;0.0;47.8;0.8;6.3;0.1;1.2;0.0;0.00
