ESTACAO;NUM;ANO;MES;DIA;TEMP;HR;VENTO;PREC;FFMC;DMC;DC;ISI;BUI;FWI;DSR
ALCOUTIM;865;2005;1;1;13.7;76.0;13.0;0.0;83.8;15.9;606.2;3.4;29.9;7.2;0.89
C.MARIM;867;2005;1;1;15.4;66.0;3.0;0.0;85.8;23.2;473.4;2.8;41.3;7.2;0.89
PORTIMAO;878;2005;1;1;17.2;66.0;1.0;0.0;86.1;13.8;315.6;2.6;24.8;4.8;0.44
;;;;;;;;;;;;;;;
ESTACAO;NUM;ANO;MES;DIA;TEMP;HR;VENTO;PREC;FFMC;DMC;DC;ISI;BUI;FWI;DSR
SAGRES;533;2005;1;2;14.1;67.0;32.0;0.0;84.1;15.0;394.9;9.4;27.4;15.7;3.56
SINES/MC;541;2005;1;2;11.6;74.0;24.0;0.0;80.7;21.9;522.8;4.1;39.7;9.9;1.57
PORTO/PR;545;2005;1;2;11.5;71.0;6.0;0.0;81.0;5.3;31.1;1.7;7.5;0.9;0.02
COIMBRA/CE;548;2005;1;2;10.1;77.0;10.0;0.0;77.0;3.0;86.6;1.4;5.6;0.6;0.01
V.CASTELO;551;2005;1;2;16.0;68.0;12.0;0.0;75.5;2.2;16.8;1.4;3.3;0.5;0.01
FARO;554;2005;1;2;13.4;86.0;6.0;0.0;82.0;20.7;537.5;1.9;37.8;4.8;0.43
EVORA/CC;558;2005;1;2;7.2;97.0;7.0;0.0;76.6;14.6;219.9;1.2;25.1;1.9;0.08
VISEU/CC;560;2005;1;2;10.1;73.0;17.0;0.0;81.0;5.5;33.5;3.0;7.8;2.6;0.15
BEJA;562;2005;1;2;5.4;100.0;3.0;0.0;73.4;8.8;475.2;0.8;16.8;0.7;0.01
V.REAL;567;2005;1;2;4.1;98.0;4.0;0.0;66.5;3.3;26.1;0.7;5.0;0.3;0.00
P.DOURADAS;568;2005;1;2;9.0;61.0;8.0;0.0;85.7;3.7;7.3;3.5;3.6;2.0;0.09
C.BRANCO;570;2005;1;2;11.2;64.0;14.0;0.0;85.2;17.0;189.6;4.4;27.8;8.5;1.21
PORTALEGRE;571;2005;1;2;11.1;58.0;3.0;0.0;85.2;16.2;157.7;2.5;25.8;4.9;0.45
BRAGANCA;575;2005;1;2;0.3;100.0;2.0;0.0;70.0;5.6;121.5;0.7;10.0;0.4;0.01
LISBOA/GC;579;2005;1;2;11.2;75.0;12.0;0.0;81.1;14.8;385.1;2.4;27.0;4.6;0.41
MONCAO;605;2005;1;2;12.8;84.0;6.0;0.0;69.8;6.1;98.9;0.8;10.5;0.5;0.01
LAM.MOURO;606;2005;1;2;6.5;99.0;7.0;0.0;69.2;1.7;7.3;0.9;2.2;0.3;0.00
MONTALEGRE;611;2005;1;2;8.0;77.0;16.0;0.0;76.9;2.1;8.1;1.9;2.5;0.6;0.01
P.LIMA;615;2005;1;2;15.0;77.0;2.0;0.0;71.1;1.6;24.5;0.7;2.7;0.2;0.00
CHAVES;616;2005;1;2;5.1;98.0;0.0;0.0;73.6;6.4;121.0;0.7;11.3;0.5;0.01
CABRIL;619;2005;1;2;11.7;64.0;20.0;0.0;81.5;5.6;22.0;3.7;6.8;3.1;0.20
BRAGA;622;2005;1;2;9.1;97.0;0.0;0.0;59.0;2.0;35.4;0.4;3.6;0.1;0.00
C.BASTO;630;2005;1;2;12.2;70.0;10.0;0.0;83.0;23.2;111.7;2.7;30.5;5.8;0.60
MIRANDELA;632;2005;1;2;6.2;81.0;2.0;0.0;76.3;7.7;305.8;0.9;14.4;0.7;0.01
MCAVALEIRO;633;2005;1;2;1.9;100.0;4.0;0.0;60.6;6.7;495.1;0.5;13.0;0.4;0.00
M.DOURO;635;2005;1;2;3.0;99.0;4.0;0.0;73.4;6.6;294.0;0.9;12.5;0.6;0.01
MOGADOURO;637;2005;1;2;2.2;97.0;4.0;0.0;74.8;33.0;782.2;0.9;59.7;3.0;0.19
C.ANSIAES;644;2005;1;2;2.1;99.0;6.0;0.0;73.3;7.7;56.2;1.0;11.5;0.6;0.01
MONCORVO;654;2005;1;2;4.1;96.0;4.0;0.0;75.8;24.9;691.4;1.0;45.7;2.5;0.14
MOIM.BEIRA;663;2005;1;2;5.2;88.0;14.0;0.2;76.5;12.7;131.1;1.7;20.4;2.6;0.14
TRANCOSO;666;2005;1;2;4.2;88.0;14.0;0.0;76.4;6.6;129.3;1.7;11.7;1.4;0.05
AROUCA;669;2005;1;2;6.7;97.0;2.0;0.1;69.7;3.3;27.0;0.7;5.1;0.3;0.00
FC.RODRIGO;671;2005;1;2;3.3;90.0;14.0;0.0;77.8;8.9;325.6;1.9;16.6;2.5;0.13
GUARDA;683;2005;1;2;2.7;100.0;18.0;0.0;73.0;4.1;26.2;1.7;5.9;0.8;0.02
NELAS;685;2005;1;2;11.9;74.0;17.0;0.0;81.7;7.8;148.5;3.3;13.8;4.2;0.34
PAMP.SERRA;686;2005;1;2;6.0;81.0;6.0;0.0;82.2;22.5;248.8;2.0;36.7;4.8;0.44
COVILHA;687;2005;1;2;8.9;72.0;22.0;0.0;83.6;13.1;45.1;5.3;15.2;7.2;0.89
LOUSA;697;2005;1;2;8.9;72.0;11.0;0.0;76.6;6.8;141.9;1.5;12.2;1.0;0.03
AVEIRO/UNI;702;2005;1;2;10.1;79.0;3.0;0.0;75.0;3.3;40.1;0.9;5.5;0.4;0.01
ANADIA;705;2005;1;2;10.8;74.0;4.0;0.0;78.6;7.3;61.3;1.2;11.2;0.8;0.02
FIG.FOZ;713;2005;1;2;12.2;67.0;10.0;0.0;81.7;5.9;96.3;2.3;10.3;2.2;0.11
ANSIAO;716;2005;1;2;7.5;76.0;16.0;0.0;78.4;12.1;131.2;2.2;19.6;3.4;0.24
LEIRIA/Aer;718;2005;1;2;13.4;65.0;7.0;0.0;83.6;58.9;809.3;2.5;99.7;11.3;2.00
TOMAR;724;2005;1;2;11.0;70.0;11.0;0.0;82.0;19.5;244.5;2.5;32.6;5.6;0.57
ALCOBACA;726;2005;1;2;12.5;66.0;8.0;0.0;82.3;15.8;432.2;2.2;28.9;4.6;0.40
R.MAIOR;729;2005;1;2;15.2;63.0;2.0;0.0;82.1;7.0;170.4;1.6;12.8;1.4;0.05
SANTAREMFB;734;2005;1;2;11.1;76.0;4.0;0.0;79.1;17.7;268.7;1.3;30.3;2.5;0.13
D.PORTOS;739;2005;1;2;12.9;69.0;13.0;0.0;82.1;25.9;461.9;2.8;45.5;7.7;1.01
CORUCHE;744;2005;1;2;10.5;80.0;8.0;0.0;79.1;28.9;564.1;1.6;51.2;4.8;0.43
LAVRADIO;766;2005;1;2;12.4;66.0;15.0;0.0;82.8;15.9;313.5;3.3;28.2;6.7;0.79
SETUBAL;770;2005;1;2;13.0;62.0;12.0;0.0;82.3;21.7;394.8;2.7;38.1;6.7;0.79
ALCAC. SAL;776;2005;1;2;6.0;98.0;0.0;0.0;76.1;28.6;478.2;0.8;49.8;2.1;0.10
ALVALADE;783;2005;1;2;6.8;100.0;2.0;0.0;74.1;18.1;422.6;0.8;32.7;1.1;0.03
SABUGAL;800;2005;1;2;2.4;100.0;24.0;0.0;72.0;7.7;195.7;2.2;14.0;2.7;0.16
ZEBREIRA;803;2005;1;2;10.2;74.0;4.0;0.0;83.4;14.3;202.7;2.1;24.3;3.8;0.28
PROENCA;806;2005;1;2;10.9;71.0;4.0;0.0;83.2;36.4;481.9;2.0;61.3;7.0;0.86
ALVEGA;812;2005;1;2;7.4;100.0;2.0;0.0;75.9;28.2;862.1;0.9;52.1;2.5;0.14
AVIS;824;2005;1;2;5.1;96.0;1.0;0.0;77.0;23.6;447.2;0.9;41.7;2.1;0.10
ELVAS;835;2005;1;2;5.7;95.0;6.0;0.0;77.5;18.6;249.4;1.2;31.4;2.4;0.13
ESTREMOZ;837;2005;1;2;10.3;73.0;14.0;0.0;83.7;18.3;276.9;3.6;31.4;7.7;1.01
PORTEL;848;2005;1;2;7.0;100.0;6.0;0.0;73.8;15.1;393.4;1.0;27.6;1.4;0.05
AMARELEJA;850;2005;1;2;6.9;96.0;3.0;0.0;77.0;67.4;1318.6;1.0;119.6;5.7;0.59
MERTOLA.VF;863;2005;1;2;6.4;96.0;7.0;0.0;76.6;25.5;737.4;1.2;47.0;3.4;0.23
N. CORVO;864;2005;1;2;6.4;99.0;5.0;0.0;76.9;17.0;546.1;1.1;31.6;2.1;0.10
ALCOUTIM;865;2005;1;2;6.4;100.0;7.0;0.0;76.0;15.9;607.1;1.2;29.8;2.1;0.10
C.MARIM;867;2005;1;2;9.4;89.0;13.0;0.0;80.8;23.3;474.8;2.4;41.6;6.3;0.71
PORTIMAO;878;2005;1;2;15.5;73.0;3.0;0.0;84.8;14.4;318.1;2.4;25.8;4.5;0.40
;;;;;;;;;;;;;;;
ESTACAO;NUM;ANO;MES;DIA;TEMP;HR;VENTO;PREC;FFMC;DMC;DC;ISI;BUI;FWI;DSR
SAGRES;533;2005;1;3;14.3;77.0;12.0;0.0;83.4;15.4;397.2;3.1;28.1;6.3;0.70
SINES/MC;541;2005;1;3;13.0;64.0;5.0;0.0;82.5;22.5;524.8;1.9;40.7;5.1;0.48
PORTO/PR;545;2005;1;3;11.8;55.0;16.0;0.0;83.8;6.0;32.9;4.0;8.3;3.9;0.30
COIMBRA/CE;548;2005;1;3;10.7;72.0;10.0;0.0;79.7;3.4;88.2;1.8;6.2;0.9;0.02
V.CASTELO;551;2005;1;3;12.6;67.0;6.0;0.0;79.7;2.8;18.8;1.5;4.0;0.6;0.01
FARO;554;2005;1;3;14.3;55.0;26.0;0.0;84.7;21.6;539.8;7.5;39.2;15.9;3.65
EVORA/CC;558;2005;1;3;11.8;68.0;13.0;0.0;80.4;15.1;221.7;2.3;25.8;4.3;0.37
VISEU/CC;560;2005;1;3;7.1;72.0;21.0;0.0;81.3;5.8;34.5;3.8;8.1;3.6;0.26
BEJA;562;2005;1;3;10.5;83.0;10.0;0.1;76.0;9.0;476.8;1.3;17.3;1.4;0.05
V.REAL;567;2005;1;3;5.3;82.0;9.0;0.0;70.9;3.4;26.8;1.0;5.2;0.4;0.01
P.DOURADAS;568;2005;1;3;4.7;69.0;10.0;0.0;84.2;3.9;7.9;3.1;3.8;1.7;0.07
C.BRANCO;570;2005;1;3;10.5;64.0;16.0;0.0;85.1;17.5;191.2;4.8;28.5;9.3;1.41
PORTALEGRE;571;2005;1;3;11.8;55.0;5.0;0.0;85.2;16.9;159.5;2.8;26.7;5.5;0.56
BRAGANCA;575;2005;1;3;5.3;79.0;11.0;0.0;74.0;5.8;122.2;1.3;10.3;0.8;0.02
LISBOA/GC;579;2005;1;3;9.7;71.0;18.0;0.0;81.7;15.2;386.6;3.4;27.7;6.8;0.81
MONCAO;605;2005;1;3;9.2;76.0;21.0;0.0;75.9;6.4;100.3;2.3;11.0;2.4;0.13
LAM.MOURO;606;2005;1;3;9.2;53.0;9.0;0.0;78.3;2.3;8.7;1.5;2.8;0.5;0.01
MONTALEGRE;611;2005;1;3;2.6;89.0;13.0;0.0;76.9;2.2;8.3;1.7;2.6;0.6;0.01
P.LIMA;615;2005;1;3;11.8;67.0;5.0;0.0;77.2;2.1;26.3;1.1;3.5;0.4;0.01
CHAVES;616;2005;1;3;7.3;78.0;4.0;0.0;76.0;6.6;122.0;1.0;11.7;0.7;0.01
CABRIL;619;2005;1;3;6.8;69.0;15.0;0.0;81.8;5.9;22.9;3.0;7.2;2.4;0.13
BRAGA;622;2005;1;3;11.9;61.0;10.0;0.0;73.2;2.6;37.2;1.2;4.5;0.5;0.01
C.BASTO;630;2005;1;3;9.6;62.0;18.0;0.0;83.5;23.7;113.1;4.2;31.1;8.8;1.29
MIRANDELA;632;2005;1;3;9.3;69.0;12.0;0.0;79.6;8.1;307.2;2.0;15.2;2.5;0.14
MCAVALEIRO;633;2005;1;3;6.4;79.0;14.0;0.0;68.7;6.9;496.0;1.2;13.3;0.9;0.02
M.DOURO;635;2005;1;3;4.7;83.0;16.0;0.0;75.5;6.7;294.5;1.8;12.7;1.7;0.07
MOGADOURO;637;2005;1;3;3.9;95.0;31.0;0.0;74.8;33.0;782.6;3.6;59.8;11.4;2.01
C.ANSIAES;644;2005;1;3;3.8;89.0;11.0;0.0;74.2;7.8;56.6;1.3;11.6;0.8;0.02
MONCORVO;654;2005;1;3;6.3;75.0;12.0;0.0;78.1;25.1;692.2;1.7;46.1;5.0;0.47
MOIM.BEIRA;663;2005;1;3;5.1;80.0;10.0;0.0;77.7;12.9;131.7;1.5;20.7;2.2;0.11
TRANCOSO;666;2005;1;3;3.0;95.0;18.0;0.0;75.6;6.6;129.5;2.0;11.7;1.9;0.09
AROUCA;669;2005;1;3;12.2;53.0;12.0;0.1;79.8;4.1;28.9;2.0;6.0;1.0;0.03
FC.RODRIGO;671;2005;1;3;6.9;79.0;26.0;0.0;79.0;9.1;326.5;3.8;17.0;5.6;0.58
GUARDA;683;2005;1;3;3.5;93.0;20.0;0.1;73.4;4.1;26.5;1.9;6.0;0.9;0.02
NELAS;685;2005;1;3;9.7;71.0;21.0;0.0;82.0;8.2;149.9;4.1;14.4;5.5;0.55
PAMP.SERRA;686;2005;1;3;9.0;57.0;10.0;0.0;83.5;23.0;250.1;2.9;37.4;7.0;0.85
COVILHA;687;2005;1;3;8.7;64.0;23.0;0.0;83.6;13.5;46.4;5.6;15.6;7.7;1.00
LOUSA;697;2005;1;3;10.4;68.0;7.0;0.0;79.8;7.3;143.5;1.6;12.9;1.4;0.05
AVEIRO/UNI;702;2005;1;3;13.4;54.0;12.0;0.0;82.0;4.1;42.2;2.6;6.6;1.9;0.08
ANADIA;705;2005;1;3;12.9;57.0;16.0;0.0;83.0;8.0;63.3;3.6;12.2;4.3;0.36
FIG.FOZ;713;2005;1;3;12.3;60.0;15.0;0.0;83.5;6.6;98.2;3.7;11.2;4.2;0.35
ANSIAO;716;2005;1;3;11.6;50.0;14.0;0.1;83.5;12.9;133.0;3.5;20.7;5.8;0.61
LEIRIA/Aer;718;2005;1;3;14.0;56.0;13.0;0.0;84.8;59.7;811.5;4.0;100.9;16.4;3.86
TOMAR;724;2005;1;3;12.4;61.0;6.0;0.0;83.3;20.1;246.4;2.3;33.5;5.2;0.51
ALCOBACA;726;2005;1;3;14.6;56.0;5.0;0.1;84.3;16.7;434.5;2.5;30.4;5.3;0.51
R.MAIOR;729;2005;1;3;12.4;66.0;9.0;0.0;82.9;7.6;172.3;2.5;13.6;3.1;0.20
SANTAREMFB;734;2005;1;3;12.0;67.0;16.0;0.0;81.7;18.2;270.6;3.1;31.2;6.6;0.77
D.PORTOS;739;2005;1;3;12.2;66.0;21.0;0.0;83.0;26.5;463.8;4.6;46.3;12.0;2.20
CORUCHE;744;2005;1;3;13.0;62.0;16.0;0.0;82.5;29.6;566.1;3.4;52.3;9.9;1.58
LAVRADIO;766;2005;1;3;9.6;75.0;13.0;0.0;82.8;16.2;314.9;3.0;28.8;6.2;0.70
SETUBAL;770;2005;1;3;11.9;69.0;9.0;0.0;82.6;22.2;396.6;2.4;38.9;6.1;0.67
ALCAC. SAL;776;2005;1;3;11.9;73.0;4.0;0.0;78.8;29.0;480.0;1.2;50.4;3.7;0.28
ALVALADE;783;2005;1;3;4.5;78.0;1.0;0.3;75.7;18.3;423.1;0.8;32.9;1.3;0.04
SABUGAL;800;2005;1;3;6.0;80.0;13.0;0.0;75.2;7.9;196.5;1.5;14.3;1.4;0.05
ZEBREIRA;803;2005;1;3;11.2;67.0;17.0;0.0;83.4;14.8;204.4;4.0;25.1;7.4;0.95
PROENCA;806;2005;1;3;10.6;64.0;17.0;0.0;83.4;36.9;483.5;4.0;62.0;12.6;2.41
ALVEGA;812;2005;1;3;12.1;67.0;16.0;0.0;80.4;28.7;864.0;2.7;53.1;8.2;1.12
AVIS;824;2005;1;3;12.1;62.0;9.0;0.0;81.2;24.2;449.1;2.0;42.7;5.5;0.56
ELVAS;835;2005;1;3;7.8;93.0;1.0;0.2;77.1;18.7;250.5;0.9;31.5;1.5;0.06
ESTREMOZ;837;2005;1;3;11.1;65.0;14.0;0.1;83.7;18.8;278.6;3.6;32.2;7.8;1.04
PORTEL;848;2005;1;3;10.5;79.0;17.0;0.1;77.3;15.4;395.0;2.1;28.1;4.2;0.35
AMARELEJA;850;2005;1;3;10.3;82.0;10.0;0.0;78.2;67.7;1320.2;1.6;119.9;8.6;1.23
MERTOLA.VF;863;2005;1;3;9.4;91.0;5.0;0.1;76.6;25.6;738.8;1.1;47.1;3.0;0.19
N. CORVO;864;2005;1;3;8.4;99.0;4.0;0.2;74.5;17.0;547.3;0.9;31.6;1.5;0.05
ALCOUTIM;865;2005;1;3;12.3;73.0;15.0;0.2;79.6;16.3;609.0;2.3;30.6;5.0;0.47
C.MARIM;867;2005;1;3;13.9;62.0;23.0;0.0;83.3;24.0;477.0;5.4;42.6;12.9;2.50
PORTIMAO;878;2005;1;3;15.5;69.0;6.0;0.0;84.8;15.0;320.6;2.8;26.9;5.5;0.56
;;;;;;;;;;;;;;;
ESTACAO;NUM;ANO;MES;DIA;TEMP;HR;VENTO;PREC;FFMC;DMC;DC;ISI;BUI;FWI;DSR
SAGRES;533;2005;1;4;14.5;70.0;17.0;0.0;83.4;16.0;399.5;4.0;29.0;8.1;1.11
SINES/MC;541;2005;1;4;13.9;66.0;9.0;0.0;83.2;23.1;527.0;2.6;41.7;6.9;0.83
PORTO/PR;545;2005;1;4;11.9;56.0;13.0;0.0;84.6;6.7;34.7;3.9;9.0;3.9;0.30
COIMBRA/CE;548;2005;1;4;12.1;69.0;2.0;0.0;81.1;3.9;90.1;1.4;7.0;0.7;0.02
V.CASTELO;551;2005;1;4;11.4;71.0;2.0;0.0;80.9;3.2;20.6;1.4;4.7;0.6;0.01
FARO;554;2005;1;4;14.7;65.0;17.0;0.0;84.7;22.3;542.1;4.8;40.4;11.4;2.01
EVORA/CC;558;2005;1;4;11.9;73.0;4.0;0.0;81.2;15.5;223.5;1.6;26.5;2.9;0.18
VISEU/CC;560;2005;1;4;11.0;51.0;3.0;0.0;83.8;6.5;36.2;2.1;9.0;1.7;0.07
BEJA;562;2005;1;4;12.2;78.0;4.0;0.0;78.1;9.4;478.7;1.2;17.8;1.0;0.03
V.REAL;567;2005;1;4;6.3;82.0;3.0;0.0;73.3;3.6;27.6;0.8;5.4;0.4;0.00
P.DOURADAS;568;2005;1;4;4.2;80.0;10.0;0.0;82.2;4.0;8.4;2.4;3.9;0.9;0.02
C.BRANCO;570;2005;1;4;9.3;72.0;9.0;0.0;84.0;17.9;192.6;2.9;29.0;6.0;0.64
PORTALEGRE;571;2005;1;4;12.3;66.0;12.0;0.0;85.0;17.5;161.4;3.9;27.5;7.6;0.98
BRAGANCA;575;2005;1;4;5.0;79.0;5.0;0.0;76.0;6.0;122.8;1.0;10.6;0.7;0.01
LISBOA/GC;579;2005;1;4;9.2;74.0;11.0;0.0;81.7;15.5;388.0;2.4;28.2;4.9;0.45
MONCAO;605;2005;1;4;8.1;80.0;8.0;0.0;77.6;6.6;101.5;1.4;11.4;0.9;0.02
LAM.MOURO;606;2005;1;4;7.9;65.0;7.0;0.0;80.6;2.7;9.8;1.7;3.2;0.6;0.01
MONTALEGRE;611;2005;1;4;5.8;72.0;3.0;0.2;78.6;2.4;9.0;1.2;2.9;0.4;0.01
P.LIMA;615;2005;1;4;9.9;75.0;3.0;0.0;78.9;2.4;27.8;1.2;4.0;0.5;0.01
CHAVES;616;2005;1;4;-0.2;100.0;1.0;0.1;73.7;6.6;121.7;0.8;11.6;0.5;0.01
CABRIL;619;2005;1;4;8.9;66.0;0.0;0.0;82.2;6.3;24.2;1.5;7.6;0.8;0.02
BRAGA;622;2005;1;4;10.8;72.0;0.0;0.0;75.8;3.0;38.8;0.8;5.0;0.3;0.00
C.BASTO;630;2005;1;4;9.2;67.0;3.0;0.0;83.5;24.1;114.5;2.0;31.6;4.4;0.38
