ESTACAO;NUM;ANO;MES;DIA;TEMP;HR;VENTO;PREC;FFMC;DMC;DC;ISI;BUI;FWI;DSR
ALCOBACA;726;2012;1;1;14.2;69.0;8.0;0.0;84.3;10.6;50.5;2.9;13.9;3.7;0.27
R.MAIOR;729;2012;1;1;13.6;82.0;11.0;0.1;82.4;10.3;101.0;2.6;16.4;3.7;0.27
SANTAREMFB;734;2012;1;1;11.2;100.0;1.0;0.1;77.0;10.5;104.0;0.9;16.8;0.7;0.02
D.PORTOS;739;2012;1;1;14.1;71.0;11.0;0.0;84.2;10.9;95.2;3.3;17.0;4.9;0.45
CORUCHE;744;2012;1;1;10.0;100.0;0.0;0.2;77.3;8.9;158.2;0.9;15.6;0.7;0.01
LAVRADIO;766;2012;1;1;14.1;73.0;7.0;0.0;84.2;12.2;83.2;2.7;17.9;4.0;0.32
SETUBAL;770;2012;1;1;13.9;84.0;3.0;0.0;82.2;12.2;136.8;1.7;19.9;2.5;0.14
ALCAC. SAL;776;2012;1;1;10.2;99.0;1.0;0.2;77.0;10.2;224.4;0.9;18.3;0.8;0.02
ALVALADE;783;2012;1;1;10.2;99.0;0.0;0.1;77.5;13.1;486.3;0.9;24.6;0.9;0.02
SABUGAL;800;2012;1;1;9.6;86.0;16.0;0.0;81.3;5.8;48.8;2.9;8.9;2.8;0.17
ZEBREIRA;803;2012;1;1;10.2;85.0;2.0;0.0;82.1;101.6;621.8;1.6;144.3;9.4;1.43
PROENCA;806;2012;1;1;9.9;90.0;5.0;0.0;81.0;7.9;29.8;1.6;9.5;1.0;0.03
ALVEGA;812;2012;1;1;8.0;96.0;2.0;0.0;78.9;22.1;163.8;1.1;33.1;2.2;0.11
AVIS;824;2012;1;1;9.1;100.0;1.0;0.3;76.7;8.6;312.5;0.9;16.1;0.7;0.01
ELVAS;835;2012;1;1;6.0;95.0;5.0;0.0;78.8;12.6;338.1;1.3;23.1;1.9;0.09
ESTREMOZ;837;2012;1;1;11.6;98.0;10.0;0.1;76.6;6.1;293.6;1.4;11.7;0.9;0.02
PORTEL;848;2012;1;1;10.4;96.0;4.0;0.0;78.6;620.3;1510.1;1.2;619.9;8.4;1.17
AMARELEJA;850;2012;1;1;7.6;98.0;3.0;0.0;77.6;11.1;347.1;1.1;20.6;1.0;0.03
MERTOLA.VF;863;2012;1;1;8.9;93.0;3.0;0.0;79.3;20.8;386.6;1.2;36.6;2.8;0.17
N. CORVO;864;2012;1;1;12.4;91.0;9.0;0.1;79.6;16.7;442.1;1.7;30.6;3.6;0.26
ALCOUTIM;865;2012;1;1;11.2;100.0;11.0;0.0;75.4;13.1;512.5;1.4;24.6;2.2;0.11
C.MARIM;867;2012;1;1;13.9;76.0;11.0;0.0;84.2;31.0;509.5;3.3;53.9;9.9;1.57
PORTIMAO;878;2012;1;1;16.7;67.0;0.0;0.0;86.2;39.0;495.6;2.5;65.2;8.7;1.26
;;;;;;;;;;;;;;;
ESTACAO;NUM;ANO;MES;DIA;TEMP;HR;VENTO;PREC;FFMC;DMC;DC;ISI;BUI;FWI;DSR
SAGRES;533;2012;1;2;17.3;72.0;15.0;0.3;84.7;18.3;353.3;4.3;32.5;9.2;1.37
SINES/MC;541;2012;1;2;15.4;68.0;15.0;0.8;81.4;18.3;219.6;2.8;30.2;6.0;0.65
PORTO/PR;545;2012;1;2;14.0;65.0;13.0;19.0;46.4;4.8;5.6;0.2;4.5;0.1;0.00
COIMBRA/CE;548;2012;1;2;13.1;76.0;5.0;5.0;49.0;4.4;77.8;0.2;7.7;0.1;0.00
V.CASTELO;551;2012;1;2;12.3;89.0;1.0;18.7;18.6;2.3;3.2;0.0;2.1;0.0;0.00
FARO;554;2012;1;2;16.4;75.0;10.0;0.7;81.7;26.3;260.4;2.3;42.0;6.1;0.66
EVORA/CC;558;2012;1;2;13.2;74.0;14.0;2.0;67.1;12.3;245.3;1.2;21.9;1.4;0.05
VISEU/CC;560;2012;1;2;9.7;77.0;16.0;7.0;46.4;4.6;18.1;0.2;5.6;0.1;0.00
BEJA;562;2012;1;2;13.8;77.0;19.0;0.2;79.9;14.4;178.0;2.9;24.0;5.4;0.54
V.REAL;567;2012;1;2;9.6;73.0;24.0;7.0;51.3;2.2;64.2;0.6;4.0;0.3;0.00
P.DOURADAS;568;2012;1;2;3.0;90.0;33.0;21.0;27.2;3.9;0.2;0.0;3.1;0.0;0.00
C.BRANCO;570;2012;1;2;12.6;60.0;19.0;0.2;83.4;15.0;63.1;4.4;18.8;6.8;0.82
PORTALEGRE;571;2012;1;2;9.8;78.0;21.0;1.0;76.4;9.3;80.3;2.4;14.4;3.0;0.19
BRAGANCA;575;2012;1;2;7.5;77.0;14.0;7.0;44.0;1.3;56.2;0.1;2.5;0.0;0.00
LISBOA/GC;579;2012;1;2;15.3;60.0;3.0;0.1;84.7;13.5;97.6;2.4;20.1;3.8;0.29
MONCAO;605;2012;1;2;11.5;85.0;8.0;18.0;29.9;2.0;1.8;0.0;1.6;0.0;0.00
LAM.MOURO;606;2012;1;2;5.5;98.0;16.0;33.0;7.5;2.0;0.7;0.0;1.3;0.0;0.00
MONTALEGRE;611;2012;1;2;4.7;87.0;17.0;13.0;30.1;2.8;0.6;0.0;2.0;0.0;0.00
P.LIMA;615;2012;1;2;11.9;100.0;1.0;18.0;7.8;1.1;169.8;0.0;2.1;0.0;0.00
CHAVES;616;2012;1;2;11.3;61.0;10.0;0.0;81.4;4.3;170.3;2.2;8.1;1.7;0.07
CABRIL;619;2012;1;2;8.2;93.0;9.0;26.0;18.1;2.8;1.2;0.0;2.2;0.0;0.00
BRAGA;622;2012;1;2;13.1;83.0;2.0;17.0;26.5;2.5;2.1;0.0;2.0;0.0;0.00
C.BASTO;630;2012;1;2;10.9;82.0;11.0;13.0;35.8;2.3;4.5;0.0;2.2;0.0;0.00
MIRANDELA;632;2012;1;2;13.6;61.0;21.0;3.0;67.8;3.7;254.8;1.7;7.2;0.9;0.02
MCAVALEIRO;633;2012;1;2;9.0;69.0;20.0;5.0;55.1;2.1;190.1;0.8;4.0;0.3;0.00
M.DOURO;635;2012;1;2;7.6;85.0;20.0;2.0;61.0;2.0;356.3;1.2;4.0;0.5;0.01
MOGADOURO;637;2012;1;2;7.8;72.0;19.0;3.0;61.1;2.2;296.2;1.1;4.3;0.5;0.01
C.ANSIAES;644;2012;1;2;8.8;73.0;8.0;3.0;58.5;3.0;161.1;0.6;5.8;0.3;0.00
MONCORVO;654;2012;1;2;9.7;70.0;7.0;0.1;81.6;4.5;306.6;1.9;8.7;1.3;0.05
MOIM.BEIRA;663;2012;1;2;10.6;65.0;17.0;5.0;57.5;3.7;103.9;0.8;6.7;0.4;0.01
TRANCOSO;666;2012;1;2;6.9;78.0;14.0;4.8;47.7;3.9;165.9;0.2;7.4;0.1;0.00
AROUCA;669;2012;1;2;10.7;80.0;6.0;14.0;33.7;3.4;7.2;0.0;3.3;0.0;0.00
FC.RODRIGO;671;2012;1;2;8.4;73.0;12.0;0.0;81.5;4.6;389.2;2.5;9.0;2.2;0.11
GUARDA;683;2012;1;2;6.0;78.0;29.0;9.0;43.2;2.7;8.4;0.3;3.0;0.1;0.00
NELAS;685;2012;1;2;10.7;77.0;8.0;0.0;82.5;8.1;77.3;2.3;12.9;2.6;0.15
PAMP.SERRA;686;2012;1;2;7.4;90.0;16.0;0.0;77.0;26.0;306.1;2.0;42.9;5.3;0.52
COVILHA;687;2012;1;2;12.8;55.0;10.0;0.0;84.2;49.1;848.4;3.1;85.7;12.5;2.38
LOUSA;697;2012;1;2;13.9;86.0;5.0;6.9;37.8;9.7;332.6;0.0;18.0;0.0;0.00
AVEIRO/UNI;702;2012;1;2;14.6;81.0;13.0;18.2;38.5;5.4;13.9;0.0;5.5;0.0;0.00
ANADIA;705;2012;1;2;13.8;81.0;3.0;9.0;36.4;4.4;36.2;0.0;6.7;0.0;0.00
FIG.FOZ;713;2012;1;2;14.9;68.0;10.0;3.0;64.7;6.7;88.6;0.9;11.3;0.6;0.01
ANSIAO;716;2012;1;2;11.5;81.0;15.0;5.0;49.4;3.6;21.6;0.3;5.1;0.1;0.00
LEIRIA/Aer;718;2012;1;2;14.6;72.0;10.0;1.0;78.0;7.3;50.8;1.6;10.8;1.0;0.03
TOMAR;724;2012;1;2;13.7;74.0;12.0;0.8;77.1;8.3;98.9;1.6;13.7;1.6;0.06
ALCOBACA;726;2012;1;2;15.0;63.0;7.0;3.0;65.2;8.1;50.2;0.8;11.6;0.5;0.01
R.MAIOR;729;2012;1;2;15.3;64.0;18.0;1.3;78.1;11.0;103.5;2.4;17.4;3.4;0.24
SANTAREMFB;734;2012;1;2;15.3;63.0;7.0;0.2;81.5;11.2;106.5;1.9;17.8;2.7;0.15
D.PORTOS;739;2012;1;2;14.9;59.0;18.0;2.0;75.1;10.0;97.6;1.9;15.9;2.4;0.13
CORUCHE;744;2012;1;2;14.9;75.0;9.0;1.0;75.1;9.4;160.6;1.2;16.4;1.0;0.03
LAVRADIO;766;2012;1;2;15.2;67.0;6.0;0.0;84.2;12.9;85.6;2.6;18.7;4.0;0.31
SETUBAL;770;2012;1;2;15.9;67.0;8.0;1.0;78.8;12.9;139.4;1.5;20.9;2.2;0.11
ALCAC. SAL;776;2012;1;2;15.9;78.0;6.0;0.3;79.3;10.7;227.0;1.4;19.1;1.9;0.08
ALVALADE;783;2012;1;2;16.0;69.0;11.0;0.1;81.2;13.8;488.9;2.3;25.7;4.3;0.36
SABUGAL;800;2012;1;2;9.0;62.0;22.0;2.0;71.3;4.9;50.1;2.0;7.9;1.3;0.04
ZEBREIRA;803;2012;1;2;12.9;64.0;20.0;0.0;83.3;102.2;623.8;4.6;145.0;21.4;6.16
PROENCA;806;2012;1;2;12.1;79.0;19.0;1.0;76.0;8.2;31.7;2.1;10.0;1.9;0.08
ALVEGA;812;2012;1;2;14.9;73.0;7.0;0.0;80.9;22.6;166.2;1.8;33.8;4.0;0.32
AVIS;824;2012;1;2;13.5;75.0;6.0;0.2;79.3;9.0;314.6;1.4;16.9;1.6;0.06
ELVAS;835;2012;1;2;14.5;65.0;13.0;0.2;82.1;13.3;340.4;2.8;24.2;5.1;0.49
ESTREMOZ;837;2012;1;2;11.9;88.0;13.0;0.5;77.2;6.3;295.4;1.7;11.9;1.5;0.06
PORTEL;848;2012;1;2;12.8;84.0;10.0;0.0;79.0;620.6;1512.1;1.7;620.2;11.2;1.97
AMARELEJA;850;2012;1;2;13.5;94.0;5.0;0.4;77.3;11.2;349.2;1.1;20.8;1.3;0.04
MERTOLA.VF;863;2012;1;2;14.7;68.0;15.0;0.1;82.0;21.4;389.0;3.0;37.7;7.4;0.93
N. CORVO;864;2012;1;2;15.2;71.0;14.0;0.0;81.7;17.3;444.5;2.8;31.5;6.1;0.67
ALCOUTIM;865;2012;1;2;14.6;68.0;15.0;0.0;80.5;13.7;514.8;2.6;25.7;4.9;0.45
C.MARIM;867;2012;1;2;17.7;54.0;13.0;0.0;85.8;32.1;512.4;4.5;55.5;13.0;2.54
PORTIMAO;878;2012;1;2;18.0;60.0;0.0;0.0;86.2;39.9;498.5;2.5;66.6;8.9;1.31
;;;;;;;;;;;;;;;
ESTACAO;NUM;ANO;MES;DIA;TEMP;HR;VENTO;PREC;FFMC;DMC;DC;ISI;BUI;FWI;DSR
SAGRES;533;2012;1;3;15.7;56.0;14.0;0.0;85.4;19.2;355.8;4.5;33.9;9.8;1.54
SINES/MC;541;2012;1;3;14.4;62.0;13.0;0.0;83.4;19.0;221.9;3.3;31.3;7.1;0.87
PORTO/PR;545;2012;1;3;13.0;72.0;9.0;0.0;63.7;5.3;7.6;0.8;5.0;0.3;0.00
COIMBRA/CE;548;2012;1;3;10.7;81.0;3.0;0.0;58.5;4.7;79.4;0.4;8.2;0.2;0.00
V.CASTELO;551;2012;1;3;12.0;91.0;4.0;0.3;27.8;2.4;5.1;0.0;2.4;0.0;0.00
FARO;554;2012;1;3;17.5;44.0;6.0;0.0;86.2;27.6;263.3;3.3;43.7;8.8;1.28
EVORA/CC;558;2012;1;3;13.0;67.0;12.0;0.0;76.6;12.9;247.3;1.5;22.8;2.5;0.14
VISEU/CC;560;2012;1;3;8.0;87.0;4.0;0.0;53.7;4.7;19.2;0.3;5.9;0.1;0.00
BEJA;562;2012;1;3;11.8;67.0;10.0;0.0;81.8;14.9;179.8;2.3;24.7;4.3;0.35
V.REAL;567;2012;1;3;9.0;86.0;5.0;0.0;58.7;2.4;65.5;0.5;4.4;0.2;0.00
P.DOURADAS;568;2012;1;3;2.9;97.0;22.0;0.0;31.2;3.9;0.4;0.0;3.1;0.0;0.00
C.BRANCO;570;2012;1;3;10.8;66.0;7.0;0.0;83.4;15.5;64.7;2.4;19.4;3.8;0.29
PORTALEGRE;571;2012;1;3;10.0;69.0;9.0;0.0;79.6;9.7;81.8;1.7;15.0;2.0;0.09
BRAGANCA;575;2012;1;3;9.0;79.0;1.0;0.0;53.1;1.6;57.5;0.2;2.9;0.1;0.00
LISBOA/GC;579;2012;1;3;12.2;73.0;7.0;0.0;84.0;13.9;99.5;2.6;20.7;4.3;0.36
MONCAO;605;2012;1;3;12.6;83.0;9.0;1.0;44.2;2.3;3.8;0.1;2.1;0.0;0.00
LAM.MOURO;606;2012;1;3;8.0;84.0;9.0;0.9;21.7;2.2;1.8;0.0;1.7;0.0;0.00
MONTALEGRE;611;2012;1;3;6.0;94.0;7.0;0.1;35.6;2.9;1.4;0.0;2.2;0.0;0.00
P.LIMA;615;2012;1;3;11.0;100.0;3.0;0.6;6.9;1.1;171.5;0.0;2.2;0.0;0.00
CHAVES;616;2012;1;3;8.2;87.0;2.0;0.0;80.2;4.4;171.5;1.3;8.4;0.7;0.01
CABRIL;619;2012;1;3;8.1;99.0;7.0;0.5;19.3;2.8;2.4;0.0;2.4;0.0;0.00
BRAGA;622;2012;1;3;11.2;99.0;1.0;0.1;27.3;2.5;3.8;0.0;2.3;0.0;0.00
C.BASTO;630;2012;1;3;9.1;100.0;0.0;0.1;35.8;2.3;5.8;0.0;2.3;0.0;0.00
MIRANDELA;632;2012;1;3;8.0;90.0;1.0;0.0;69.3;3.8;255.9;0.6;7.4;0.3;0.00
MCAVALEIRO;633;2012;1;3;7.3;85.0;2.0;0.1;60.4;2.3;191.1;0.5;4.4;0.2;0.00
M.DOURO;635;2012;1;3;6.7;96.0;10.0;0.0;62.6;2.0;357.2;0.8;4.0;0.3;0.00
MOGADOURO;637;2012;1;3;7.8;87.0;11.0;0.1;66.5;2.3;297.3;1.0;4.6;0.4;0.01
C.ANSIAES;644;2012;1;3;8.6;81.0;7.0;0.0;66.2;3.2;162.4;0.8;6.1;0.4;0.00
MONCORVO;654;2012;1;3;7.0;89.0;2.0;0.0;79.8;4.6;307.6;1.2;8.9;0.7;0.01
MOIM.BEIRA;663;2012;1;3;9.7;74.0;12.0;0.0;69.0;4.0;105.3;1.1;7.4;0.6;0.01
TRANCOSO;666;2012;1;3;6.9;79.0;5.0;0.0;57.9;4.1;166.8;0.5;7.7;0.2;0.00
AROUCA;669;2012;1;3;11.9;76.0;1.0;0.1;46.9;3.8;9.0;0.1;3.8;0.0;0.00
FC.RODRIGO;671;2012;1;3;7.9;83.0;5.0;0.0;81.0;4.8;390.3;1.6;9.3;0.9;0.02
GUARDA;683;2012;1;3;6.1;85.0;21.0;0.1;55.8;2.8;9.2;0.9;3.2;0.3;0.00
NELAS;685;2012;1;3;9.5;86.0;1.0;0.0;81.0;8.3;78.7;1.3;13.1;0.9;0.02
PAMP.SERRA;686;2012;1;3;7.0;86.0;23.0;0.0;77.5;26.1;307.1;2.9;43.1;7.7;1.00
COVILHA;687;2012;1;3;8.8;80.0;1.0;0.0;82.7;49.3;849.7;1.6;86.2;7.2;0.90
LOUSA;697;2012;1;3;11.4;87.0;3.0;0.0;47.0;9.9;334.4;0.1;18.4;0.1;0.00
AVEIRO/UNI;702;2012;1;3;12.0;72.0;5.0;0.0;56.0;5.9;15.8;0.4;6.1;0.2;0.00
ANADIA;705;2012;1;3;10.9;81.0;7.0;0.1;51.1;4.7;37.9;0.3;7.2;0.1;0.00
FIG.FOZ;713;2012;1;3;11.2;88.0;4.0;0.0;68.3;6.9;90.3;0.7;11.6;0.5;0.01
ANSIAO;716;2012;1;3;11.2;77.0;4.0;0.1;60.9;3.9;23.3;0.5;5.5;0.2;0.00
LEIRIA/Aer;718;2012;1;3;12.6;91.0;0.0;0.0;78.0;7.5;52.8;0.9;11.0;0.6;0.01
TOMAR;724;2012;1;3;8.6;89.0;1.0;0.0;77.1;8.4;100.2;0.9;13.9;0.7;0.01
ALCOBACA;726;2012;1;3;11.0;94.0;0.0;0.0;66.0;8.2;51.9;0.5;11.7;0.4;0.00
R.MAIOR;729;2012;1;3;12.3;86.0;1.0;0.0;78.3;11.2;105.4;1.0;17.7;0.9;0.02
SANTAREMFB;734;2012;1;3;10.4;88.0;5.0;0.0;80.1;11.4;108.1;1.5;18.0;1.8;0.08
D.PORTOS;739;2012;1;3;13.2;83.0;1.0;0.0;76.6;10.3;99.7;0.9;16.4;0.7;0.01
CORUCHE;744;2012;1;3;10.8;78.0;1.0;0.0;77.0;9.7;162.2;0.9;16.9;0.7;0.02
LAVRADIO;766;2012;1;3;7.6;75.0;2.0;0.0;83.3;13.2;86.7;1.8;19.1;2.7;0.16
SETUBAL;770;2012;1;3;13.7;76.0;6.0;0.0;80.2;13.3;141.6;1.6;21.6;2.4;0.13
ALCAC. SAL;776;2012;1;3;12.8;76.0;3.0;0.0;80.3;11.1;229.0;1.4;19.8;1.8;0.07
ALVALADE;783;2012;1;3;9.3;99.0;1.0;0.1;76.3;13.8;490.3;0.9;25.8;0.9;0.02
SABUGAL;800;2012;1;3;7.8;80.0;15.0;0.0;75.2;5.1;51.2;1.7;8.2;0.9;0.02
ZEBREIRA;803;2012;1;3;8.9;87.0;4.0;0.0;80.9;102.4;625.1;1.5;145.3;9.1;1.36
PROENCA;806;2012;1;3;12.2;79.0;7.0;0.0;78.2;8.5;33.6;1.4;10.4;0.8;0.02
ALVEGA;812;2012;1;3;9.9;81.0;0.0;0.0;80.9;22.9;167.7;1.3;34.1;2.7;0.16
AVIS;824;2012;1;3;10.4;77.0;2.0;0.1;80.0;9.3;316.2;1.3;17.4;1.2;0.04
ELVAS;835;2012;1;3;10.9;76.0;3.0;0.0;82.1;13.7;342.1;1.7;24.8;3.0;0.19
ESTREMOZ;837;2012;1;3;11.6;81.0;16.0;0.2;78.8;6.6;297.2;2.3;12.5;2.5;0.14
PORTEL;848;2012;1;3;13.3;65.0;16.0;0.0;82.1;621.2;1514.2;3.2;620.9;18.4;4.70
AMARELEJA;850;2012;1;3;11.6;82.0;6.0;0.1;78.4;11.5;351.0;1.3;21.2;1.8;0.08
MERTOLA.VF;863;2012;1;3;10.3;82.0;10.0;0.2;81.5;21.7;390.6;2.2;38.0;5.6;0.57
N. CORVO;864;2012;1;3;12.6;74.0;9.0;0.0;81.9;17.7;446.5;2.2;32.3;4.9;0.46
ALCOUTIM;865;2012;1;3;11.7;78.0;8.0;0.0;80.7;14.0;516.6;1.8;26.3;3.5;0.25
C.MARIM;867;2012;1;3;14.7;59.0;10.0;0.0;85.8;32.9;514.8;3.9;56.7;11.8;2.13
PORTIMAO;878;2012;1;3;16.0;54.0;0.0;0.0;86.2;40.9;501.1;2.5;67.9;9.0;1.34
;;;;;;;;;;;;;;;
ESTACAO;NUM;ANO;MES;DIA;TEMP;HR;VENTO;PREC;FFMC;DMC;DC;ISI;BUI;FWI;DSR
SAGRES;533;2012;1;4;15.9;59.0;4.0;0.0;85.4;20.1;358.4;2.7;35.2;6.4;0.74
SINES/MC;541;2012;1;4;14.6;64.0;11.0;0.0;83.9;19.7;224.2;3.2;32.3;7.0;0.84
PORTO/PR;545;2012;1;4;12.7;83.0;5.0;0.0;69.6;5.6;9.6;0.8;5.4;0.4;0.00
COIMBRA/CE;548;2012;1;4;14.5;69.0;3.0;0.0;69.9;5.3;81.7;0.7;9.1;0.4;0.01
V.CASTELO;551;2012;1;4;12.3;95.0;5.0;2.0;25.3;1.5;7.0;0.0;2.0;0.0;0.00
FARO;554;2012;1;4;17.6;38.0;10.0;0.0;88.4;29.0;266.2;5.7;45.6;13.9;2.88
EVORA/CC;558;2012;1;4;13.1;67.0;14.0;0.0;80.8;13.5;249.4;2.5;23.7;4.5;0.40
VISEU/CC;560;2012;1;4;12.7;72.0;8.0;0.0;67.6;5.2;21.2;0.9;6.4;0.4;0.01
BEJA;562;2012;1;4;13.2;62.0;16.0;0.0;83.4;15.6;181.9;3.8;25.6;7.2;0.90
V.REAL;567;2012;1;4;11.4;83.0;8.0;0.1;66.7;2.7;67.3;0.8;4.8;0.4;0.00
P.DOURADAS;568;2012;1;4;9.7;73.0;6.0;0.0;49.5;4.3;1.9;0.2;3.6;0.1;0.00
C.BRANCO;570;2012;1;4;14.7;59.0;18.0;0.0;84.6;16.3;67.0;4.9;20.3;7.9;1.05
PORTALEGRE;571;2012;1;4;13.1;61.0;6.0;0.0;82.4;10.4;83.9;2.0;15.9;2.6;0.15
BRAGANCA;575;2012;1;4;11.5;79.0;5.0;0.0;63.4;1.9;59.3;0.6;3.6;0.2;0.00
LISBOA/GC;579;2012;1;4;15.8;60.0;10.0;0.0;84.7;14.7;102.0;3.3;21.7;5.7;0.60
MONCAO;605;2012;1;4;13.1;96.0;1.0;2.0;33.4;1.4;5.9;0.0;1.8;0.0;0.00
LAM.MOURO;606;2012;1;4;9.4;99.0;10.0;5.0;9.5;0.6;1.4;0.0;0.6;0.0;0.00
MONTALEGRE;611;2012;1;4;9.1;94.0;6.0;0.4;41.0;3.0;2.7;0.1;2.5;0.0;0.00
P.LIMA;615;2012;1;4;12.1;96.0;4.0;3.0;5.4;0.1;169.7;0.0;0.3;0.0;0.00
CHAVES;616;2012;1;4;10.9;88.0;4.0;0.0;79.7;4.6;173.2;1.4;8.6;0.8;0.02
CABRIL;619;2012;1;4;10.0;100.0;1.0;2.0;13.7;1.8;3.9;0.0;1.7;0.0;0.00
BRAGA;622;2012;1;4;11.8;100.0;3.0;2.0;19.1;1.5;5.6;0.0;1.8;0.0;0.00
C.BASTO;630;2012;1;4;12.1;98.0;1.0;0.7;35.6;2.3;7.7;0.0;2.7;0.0;0.00
