ESTACAO;NUM;ANO;MES;DIA;TEMP;HR;VENTO;PREC;FFMC;DMC;DC;ISI;BUI;FWI;DSR
CABRIL;619;2003;1;1;13.2;100.0;23.0;34.0;0.0;0.0;2.1;0.0;0.0;0.0;0.00
BRAGA;622;2003;1;1;16.3;91.0;19.0;6.7;33.2;0.2;2.6;0.0;0.3;0.0;0.00
C.BASTO;630;2003;1;1;15.7;93.0;23.0;0.0;69.9;1.7;11.7;2.0;2.5;0.7;0.01
MIRANDELA;632;2003;1;1;15.7;91.0;8.0;2.6;49.6;0.3;229.1;0.2;0.6;0.1;0.00
MCAVALEIRO;633;2003;1;1;13.0;95.0;8.0;8.2;15.3;0.1;2.0;0.0;0.2;0.0;0.00
M.DOURO;635;2003;1;1;12.5;94.0;12.0;4.9;27.6;0.1;2.0;0.0;0.2;0.0;0.00
MOGADOURO;637;2003;1;1;12.5;91.0;23.0;0.7;72.0;2.0;77.0;2.1;3.7;0.8;0.02
C.ANSIAES;644;2003;1;1;13.3;93.0;12.0;9.5;18.5;0.1;2.1;0.0;0.2;0.0;0.00
MONCORVO;654;2003;1;1;14.1;88.0;23.0;3.5;52.5;0.6;22.1;0.7;1.2;0.2;0.00
MOIM.BEIRA;663;2003;1;1;14.8;87.0;24.0;0.0;77.8;4.1;225.9;3.1;7.8;2.7;0.16
TRANCOSO;666;2003;1;1;11.9;94.0;24.0;0.0;66.8;1.1;92.6;1.9;2.1;0.6;0.01
AROUCA;669;2003;1;1;15.3;94.0;22.0;0.0;74.3;4.1;19.0;2.2;5.3;1.0;0.03
FC.RODRIGO;671;2003;1;1;12.8;93.0;18.0;0.0;77.7;11.4;584.5;2.3;21.8;3.9;0.30
GUARDA;683;2003;1;1;10.2;98.0;18.0;0.0;40.7;0.3;4.8;0.1;0.6;0.0;0.00
NELAS;685;2003;1;1;13.6;100.0;15.0;20.0;0.0;0.0;2.2;0.0;0.0;0.0;0.00
PAMP.SERRA;686;2003;1;1;12.3;98.0;18.0;0.0;39.5;0.1;7.3;0.1;0.3;0.0;0.00
COVILHA;687;2003;1;1;10.9;98.0;2.0;30.0;4.2;0.0;1.7;0.0;0.1;0.0;0.00
LOUSA;697;2003;1;1;16.8;97.0;9.0;0.0;10.8;0.2;6.6;0.0;0.3;0.0;0.00
AVEIRO/UNI;702;2003;1;1;16.7;89.0;17.0;21.0;29.7;0.2;2.7;0.0;0.4;0.0;0.00
ANADIA;705;2003;1;1;16.4;95.0;10.0;0.0;64.6;2.3;102.3;0.9;4.4;0.3;0.00
FIG.FOZ;713;2003;1;1;17.0;95.0;20.0;10.0;24.2;0.1;2.8;0.0;0.2;0.0;0.00
ANSIAO;716;2003;1;1;14.9;96.0;10.0;0.0;65.6;3.0;45.2;0.9;5.1;0.4;0.01
LEIRIA/Aer;718;2003;1;1;17.7;92.0;7.0;3.8;44.0;0.5;102.9;0.1;1.0;0.0;0.00
TOMAR;724;2003;1;1;16.3;96.0;14.0;0.0;77.0;2.4;63.3;1.8;4.4;0.7;0.01
ALCOBACA;726;2003;1;1;17.4;89.0;9.0;15.0;29.3;0.3;2.8;0.0;0.4;0.0;0.00
R.MAIOR;729;2003;1;1;16.6;99.0;5.0;7.0;13.3;0.0;2.7;0.0;0.0;0.0;0.00
SANTAREMFB;734;2003;1;1;15.4;100.0;14.0;3.0;32.6;0.0;20.3;0.0;0.0;0.0;0.00
D.PORTOS;739;2003;1;1;16.1;97.0;5.0;0.0;76.6;3.0;144.0;1.1;5.6;0.5;0.01
CORUCHE;744;2003;1;1;15.3;99.0;12.0;0.0;61.1;0.7;123.1;0.8;1.4;0.2;0.00
LAVRADIO;766;2003;1;1;16.5;96.0;17.0;3.5;41.1;0.3;302.1;0.1;0.6;0.0;0.00
SETUBAL;770;2003;1;1;15.9;99.0;7.0;6.0;17.4;0.0;280.6;0.0;0.0;0.0;0.00
ALCAC. SAL;776;2003;1;1;16.2;95.0;17.0;0.1;74.8;17.7;772.2;1.8;33.5;4.0;0.32
ALVALADE;783;2003;1;1;17.6;79.0;10.0;0.0;70.3;1.1;78.0;1.0;2.1;0.3;0.00
SABUGAL;800;2003;1;1;9.3;100.0;18.0;9.0;7.8;0.0;1.4;0.0;0.0;0.0;0.00
ZEBREIRA;803;2003;1;1;12.7;99.0;11.0;0.0;56.3;0.4;226.8;0.5;0.8;0.1;0.00
PROENCA;806;2003;1;1;13.2;98.0;9.0;0.0;68.7;5.1;64.2;0.9;8.6;0.5;0.01
ALVEGA;812;2003;1;1;15.3;98.0;12.0;5.0;14.9;0.0;309.4;0.0;0.1;0.0;0.00
AVIS;824;2003;1;1;13.9;100.0;15.0;1.0;32.1;0.2;14.4;0.0;0.4;0.0;0.00
ELVAS;835;2003;1;1;13.5;97.0;19.0;0.0;30.0;0.2;129.5;0.0;0.3;0.0;0.00
ESTREMOZ;837;2003;1;1;13.1;100.0;10.0;0.0;55.7;0.2;286.7;0.5;0.4;0.1;0.00
PORTEL;848;2003;1;1;13.8;92.0;16.0;0.0;77.3;2.7;484.8;2.0;5.4;0.9;0.02
AMARELEJA;850;2003;1;1;14.8;81.0;15.0;0.0;79.3;49.6;1214.6;2.3;90.0;9.9;1.57
MERTOLA.VF;863;2003;1;1;13.3;100.0;17.0;0.1;46.2;0.2;180.8;0.2;0.4;0.1;0.00
N. CORVO;864;2003;1;1;16.0;81.0;10.0;0.0;71.4;1.2;357.4;1.1;2.4;0.4;0.00
ALCOUTIM;865;2003;1;1;12.2;99.0;15.0;0.0;75.1;2.6;21.8;1.6;4.0;0.6;0.01
C.MARIM;867;2003;1;1;14.3;88.0;9.0;0.1;79.2;2.8;247.4;1.7;5.5;0.7;0.02
PORTIMAO;878;2003;1;1;14.4;100.0;2.0;0.0;53.2;0.6;68.9;0.3;1.2;0.1;0.00
;;;;;;;;;;;;;;;
ESTACAO;NUM;ANO;MES;DIA;TEMP;HR;VENTO;PREC;FFMC;DMC;DC;ISI;BUI;FWI;DSR
SAGRES;533;2003;1;2;17.8;86.0;21.0;0.0;78.7;2.9;201.9;2.9;5.6;2.0;0.09
SINES/MC;541;2003;1;2;16.5;98.0;24.0;2.0;40.5;0.0;35.0;0.1;0.1;0.0;0.00
PORTO/PR;545;2003;1;2;14.6;92.0;11.0;26.0;13.9;0.2;2.3;0.0;0.3;0.0;0.00
COIMBRA/CE;548;2003;1;2;15.8;100.0;19.0;6.0;0.0;0.0;2.5;0.0;0.0;0.0;0.00
V.CASTELO;551;2003;1;2;15.3;86.0;4.0;10.0;17.7;0.3;2.5;0.0;0.4;0.0;0.00
FARO;554;2003;1;2;18.3;95.0;25.0;0.0;75.0;1.9;136.2;2.7;3.7;1.2;0.04
EVORA/CC;558;2003;1;2;15.5;94.0;27.0;3.0;44.0;0.1;65.5;0.3;0.2;0.1;0.00
VISEU/CC;560;2003;1;2;10.7;99.0;13.0;60.0;1.7;0.0;1.6;0.0;0.0;0.0;0.00
BEJA;562;2003;1;2;16.2;95.0;19.0;0.2;61.0;0.3;171.8;1.1;0.6;0.3;0.00
V.REAL;567;2003;1;2;11.2;97.0;8.0;29.0;5.1;0.0;1.7;0.0;0.1;0.0;0.00
P.DOURADAS;568;2003;1;2;9.0;97.0;19.0;5.0;5.3;0.0;1.3;0.0;0.1;0.0;0.00
C.BRANCO;570;2003;1;2;14.1;99.0;23.0;4.0;2.4;0.0;2.2;0.0;0.0;0.0;0.00
PORTALEGRE;571;2003;1;2;12.3;97.0;16.0;10.0;5.6;0.0;1.9;0.0;0.1;0.0;0.00
BRAGANCA;575;2003;1;2;11.6;87.0;13.0;14.0;18.0;0.2;1.8;0.0;0.3;0.0;0.00
LISBOA/GC;579;2003;1;2;16.5;95.0;32.0;12.0;19.4;0.1;2.7;0.0;0.2;0.0;0.00
MONCAO;605;2003;1;2;15.3;89.0;8.0;0.0;69.3;0.8;15.5;0.9;1.5;0.3;0.00
LAM.MOURO;606;2003;1;2;8.9;91.0;9.0;10.9;14.7;0.1;1.3;0.0;0.2;0.0;0.00
MONTALEGRE;611;2003;1;2;8.0;90.0;16.0;32.0;14.1;0.1;1.1;0.0;0.2;0.0;0.00
P.LIMA;615;2003;1;2;14.8;82.0;8.0;19.0;25.4;0.4;2.4;0.0;0.5;0.0;0.00
CHAVES;616;2003;1;2;13.6;88.0;7.0;22.0;17.5;0.2;2.2;0.0;0.3;0.0;0.00
CABRIL;619;2003;1;2;11.2;100.0;9.0;50.0;0.0;0.0;1.7;0.0;0.0;0.0;0.00
BRAGA;622;2003;1;2;15.0;88.0;8.0;0.0;46.5;0.4;5.0;0.2;0.7;0.0;0.00
C.BASTO;630;2003;1;2;13.6;95.0;9.0;29.6;16.3;0.2;2.2;0.0;0.3;0.0;0.00
MIRANDELA;632;2003;1;2;14.5;92.0;13.0;16.9;20.7;0.2;189.2;0.0;0.3;0.0;0.00
MCAVALEIRO;633;2003;1;2;12.0;90.0;13.0;14.6;15.8;0.2;1.9;0.0;0.3;0.0;0.00
M.DOURO;635;2003;1;2;12.1;91.0;9.0;12.6;16.1;0.1;1.9;0.0;0.2;0.0;0.00
MOGADOURO;637;2003;1;2;11.3;93.0;9.0;8.7;27.0;0.5;64.8;0.0;0.9;0.0;0.00
C.ANSIAES;644;2003;1;2;10.9;96.0;9.0;13.3;7.9;0.1;1.7;0.0;0.1;0.0;0.00
MONCORVO;654;2003;1;2;13.0;95.0;9.0;0.0;56.4;0.7;24.1;0.5;1.3;0.1;0.00
MOIM.BEIRA;663;2003;1;2;11.2;96.0;13.0;1.5;61.5;4.2;227.6;0.9;8.0;0.5;0.01
TRANCOSO;666;2003;1;2;10.5;98.0;13.0;12.5;16.2;0.0;72.2;0.0;0.1;0.0;0.00
AROUCA;669;2003;1;2;13.8;91.0;13.0;24.2;24.6;1.5;2.2;0.0;1.3;0.0;0.00
FC.RODRIGO;671;2003;1;2;12.1;97.0;32.0;9.6;25.1;5.5;533.2;0.0;10.8;0.0;0.00
GUARDA;683;2003;1;2;10.0;98.0;32.0;9.3;13.4;0.0;1.5;0.0;0.1;0.0;0.00
NELAS;685;2003;1;2;12.5;100.0;8.0;17.0;0.0;0.0;2.0;0.0;0.0;0.0;0.00
PAMP.SERRA;686;2003;1;2;11.6;99.0;32.0;9.1;11.2;0.0;1.8;0.0;0.0;0.0;0.00
COVILHA;687;2003;1;2;13.3;97.0;19.0;8.0;6.2;0.1;2.1;0.0;0.1;0.0;0.00
LOUSA;697;2003;1;2;15.4;99.0;19.0;0.0;13.2;0.2;9.1;0.0;0.4;0.0;0.00
AVEIRO/UNI;702;2003;1;2;15.2;92.0;14.0;32.0;15.6;0.2;2.4;0.0;0.3;0.0;0.00
ANADIA;705;2003;1;2;15.1;97.0;19.0;17.1;16.8;0.5;73.1;0.0;1.0;0.0;0.00
FIG.FOZ;713;2003;1;2;15.1;100.0;16.0;19.0;1.7;0.0;2.4;0.0;0.0;0.0;0.00
ANSIAO;716;2003;1;2;14.0;99.0;19.0;6.0;23.3;1.1;39.3;0.0;2.0;0.0;0.00
LEIRIA/Aer;718;2003;1;2;16.5;95.0;16.0;0.2;50.9;0.6;105.6;0.4;1.2;0.1;0.00
TOMAR;724;2003;1;2;16.5;96.0;26.0;2.3;53.5;1.3;66.0;0.9;2.5;0.3;0.00
ALCOBACA;726;2003;1;2;17.5;89.0;16.0;5.0;31.3;0.3;2.9;0.0;0.4;0.0;0.00
R.MAIOR;729;2003;1;2;17.1;95.0;8.0;6.0;11.8;0.1;2.8;0.0;0.2;0.0;0.00
SANTAREMFB;734;2003;1;2;16.2;99.0;26.0;5.0;14.7;0.0;17.0;0.0;0.0;0.0;0.00
D.PORTOS;739;2003;1;2;16.6;95.0;8.0;0.0;76.6;3.1;146.7;1.3;5.9;0.6;0.01
CORUCHE;744;2003;1;2;17.5;96.0;19.0;3.0;40.4;0.1;122.7;0.1;0.2;0.0;0.00
LAVRADIO;766;2003;1;2;17.2;94.0;32.0;11.9;23.5;0.1;270.4;0.0;0.3;0.0;0.00
SETUBAL;770;2003;1;2;17.2;96.0;10.0;30.0;7.5;0.1;199.1;0.0;0.2;0.0;0.00
ALCAC. SAL;776;2003;1;2;17.6;94.0;18.0;0.0;75.2;17.8;775.1;1.9;33.7;4.4;0.37
ALVALADE;783;2003;1;2;17.8;85.0;18.0;0.4;75.5;1.4;80.9;2.0;2.8;0.7;0.01
SABUGAL;800;2003;1;2;11.1;100.0;32.0;3.0;1.7;0.0;1.7;0.0;0.0;0.0;0.00
ZEBREIRA;803;2003;1;2;14.3;99.0;16.0;5.3;22.1;0.0;218.4;0.0;0.0;0.0;0.00
PROENCA;806;2003;1;2;13.9;99.0;23.0;3.6;34.1;2.8;62.5;0.0;5.0;0.0;0.00
ALVEGA;812;2003;1;2;16.7;97.0;19.0;0.0;21.8;0.1;312.1;0.0;0.1;0.0;0.00
AVIS;824;2003;1;2;16.1;98.0;15.0;0.5;35.7;0.2;17.0;0.0;0.5;0.0;0.00
ELVAS;835;2003;1;2;14.3;100.0;15.0;3.0;16.4;0.0;128.5;0.0;0.0;0.0;0.00
ESTREMOZ;837;2003;1;2;14.7;100.0;20.0;0.0;55.7;0.2;289.1;0.8;0.4;0.2;0.00
PORTEL;848;2003;1;2;16.1;94.0;19.0;0.0;77.3;2.8;487.4;2.3;5.6;1.3;0.04
AMARELEJA;850;2003;1;2;15.6;88.0;22.0;0.0;79.3;49.8;1217.1;3.2;90.4;13.2;2.62
MERTOLA.VF;863;2003;1;2;15.3;100.0;9.0;0.3;46.2;0.2;183.3;0.2;0.4;0.0;0.00
N. CORVO;864;2003;1;2;16.4;86.0;16.0;0.0;75.4;1.5;360.1;1.8;3.0;0.6;0.01
ALCOUTIM;865;2003;1;2;16.2;86.0;19.0;0.4;77.3;2.9;24.4;2.3;4.5;1.0;0.03
C.MARIM;867;2003;1;2;17.6;89.0;24.0;0.2;79.2;3.1;250.3;3.5;5.9;2.7;0.16
PORTIMAO;878;2003;1;2;17.8;95.0;15.0;0.0;58.6;0.7;71.8;0.8;1.4;0.2;0.00
;;;;;;;;;;;;;;;
ESTACAO;NUM;ANO;MES;DIA;TEMP;HR;VENTO;PREC;FFMC;DMC;DC;ISI;BUI;FWI;DSR
SAGRES;533;2003;1;3;17.7;85.0;7.0;1.0;73.4;3.2;204.8;1.0;6.2;0.5;0.01
SINES/MC;541;2003;1;3;16.1;93.0;17.0;2.0;40.2;0.1;37.6;0.1;0.3;0.0;0.00
PORTO/PR;545;2003;1;3;15.0;70.0;26.0;8.0;43.4;0.6;2.4;0.2;0.7;0.1;0.00
COIMBRA/CE;548;2003;1;3;14.6;85.0;8.0;40.0;19.3;0.3;2.3;0.0;0.4;0.0;0.00
V.CASTELO;551;2003;1;3;15.5;73.0;13.0;9.0;36.3;0.6;2.5;0.0;0.7;0.0;0.00
FARO;554;2003;1;3;16.0;100.0;10.0;2.0;49.9;1.0;138.8;0.3;2.0;0.1;0.00
EVORA/CC;558;2003;1;3;14.5;88.0;15.0;7.0;31.5;0.2;57.4;0.0;0.5;0.0;0.00
VISEU/CC;560;2003;1;3;9.0;91.0;20.0;54.0;14.3;0.1;1.3;0.0;0.2;0.0;0.00
BEJA;562;2003;1;3;15.1;93.0;16.0;3.0;43.4;0.1;170.5;0.1;0.3;0.0;0.00
V.REAL;567;2003;1;3;10.9;78.0;11.0;20.0;23.8;0.3;1.7;0.0;0.4;0.0;0.00
P.DOURADAS;568;2003;1;3;3.9;91.0;45.0;74.0;16.0;0.1;0.4;0.0;0.1;0.0;0.00
C.BRANCO;570;2003;1;3;13.0;81.0;18.0;9.0;27.2;0.3;2.0;0.0;0.5;0.0;0.00
PORTALEGRE;571;2003;1;3;10.5;97.0;23.0;7.0;6.0;0.0;1.6;0.0;0.1;0.0;0.00
BRAGANCA;575;2003;1;3;9.7;79.0;26.0;15.0;30.4;0.3;1.5;0.0;0.4;0.0;0.00
LISBOA/GC;579;2003;1;3;16.2;77.0;15.0;3.0;41.8;0.5;2.9;0.1;0.7;0.0;0.00
MONCAO;605;2003;1;3;11.8;93.0;10.0;0.0;70.9;0.9;17.3;1.1;1.6;0.3;0.00
LAM.MOURO;606;2003;1;3;5.0;90.0;20.0;5.5;17.9;0.1;0.6;0.0;0.1;0.0;0.00
MONTALEGRE;611;2003;1;3;4.7;94.0;20.0;19.0;8.6;0.0;0.6;0.0;0.1;0.0;0.00
P.LIMA;615;2003;1;3;14.0;75.0;9.0;14.0;30.2;0.5;2.2;0.0;0.6;0.0;0.00
CHAVES;616;2003;1;3;11.7;78.0;9.0;5.0;29.5;0.3;1.8;0.0;0.5;0.0;0.00
CABRIL;619;2003;1;3;8.2;100.0;20.0;27.0;0.0;0.0;1.2;0.0;0.0;0.0;0.00
BRAGA;622;2003;1;3;12.6;86.0;10.0;0.0;57.8;0.6;7.0;0.6;1.0;0.2;0.00
C.BASTO;630;2003;1;3;12.1;88.0;20.0;17.6;20.7;0.2;1.9;0.0;0.3;0.0;0.00
MIRANDELA;632;2003;1;3;14.0;74.0;26.0;9.4;40.9;0.5;171.3;0.2;1.0;0.0;0.00
MCAVALEIRO;633;2003;1;3;10.8;72.0;23.0;0.0;46.8;0.6;3.5;0.3;0.9;0.1;0.00
M.DOURO;635;2003;1;3;10.3;72.0;36.0;5.0;42.6;0.4;1.6;0.3;0.5;0.1;0.00
MOGADOURO;637;2003;1;3;10.3;65.0;36.0;0.0;60.2;1.0;66.4;2.5;1.9;0.8;0.02
C.ANSIAES;644;2003;1;3;10.6;72.0;20.0;24.3;32.0;0.4;1.6;0.0;0.5;0.0;0.00
MONCORVO;654;2003;1;3;11.4;68.0;16.0;0.0;71.4;1.2;25.9;1.5;2.1;0.5;0.01
MOIM.BEIRA;663;2003;1;3;11.4;70.0;24.0;0.1;74.4;4.7;229.4;2.5;8.9;2.2;0.11
TRANCOSO;666;2003;1;3;7.0;91.0;17.0;18.1;13.1;0.1;42.0;0.0;0.2;0.0;0.00
AROUCA;669;2003;1;3;13.4;77.0;9.0;0.0;46.8;1.9;4.3;0.2;1.9;0.1;0.00
FC.RODRIGO;671;2003;1;3;10.2;77.0;36.0;0.0;53.6;5.8;534.7;1.5;11.3;1.0;0.03
GUARDA;683;2003;1;3;8.1;70.0;30.0;0.0;45.4;0.3;2.7;0.4;0.5;0.1;0.00
NELAS;685;2003;1;3;12.7;87.0;21.0;56.0;22.0;0.2;2.0;0.0;0.3;0.0;0.00
PAMP.SERRA;686;2003;1;3;9.8;81.0;18.0;0.0;34.7;0.3;3.3;0.0;0.4;0.0;0.00
COVILHA;687;2003;1;3;13.0;59.0;35.0;25.0;47.5;0.7;2.0;0.7;0.8;0.2;0.00
LOUSA;697;2003;1;3;15.5;82.0;8.0;30.8;22.7;0.4;2.5;0.0;0.5;0.0;0.00
AVEIRO/UNI;702;2003;1;3;15.9;75.0;18.0;25.0;35.3;0.5;2.6;0.0;0.7;0.0;0.00
ANADIA;705;2003;1;3;14.9;78.0;8.0;0.0;40.5;0.9;75.5;0.1;1.8;0.0;0.00
FIG.FOZ;713;2003;1;3;15.9;79.0;16.0;36.0;30.9;0.4;2.6;0.0;0.6;0.0;0.00
ANSIAO;716;2003;1;3;12.3;93.0;14.0;0.0;33.8;1.2;41.2;0.0;2.3;0.0;0.00
LEIRIA/Aer;718;2003;1;3;14.4;85.0;5.0;0.1;60.4;0.9;107.9;0.5;1.7;0.2;0.00
TOMAR;724;2003;1;3;15.4;87.0;14.0;3.4;44.7;0.4;64.9;0.2;0.8;0.0;0.00
ALCOBACA;726;2003;1;3;16.5;74.0;19.0;5.0;46.7;0.6;2.7;0.3;0.7;0.1;0.00
R.MAIOR;729;2003;1;3;15.7;79.0;11.0;4.0;31.6;0.4;2.5;0.0;0.6;0.0;0.00
SANTAREMFB;734;2003;1;3;16.0;86.0;14.0;2.0;32.5;0.3;19.6;0.0;0.6;0.0;0.00
D.PORTOS;739;2003;1;3;15.8;78.0;22.0;0.0;79.8;3.6;149.2;3.4;6.7;2.8;0.16
CORUCHE;744;2003;1;3;16.1;87.0;14.0;4.0;38.1;0.3;119.9;0.0;0.5;0.0;0.00
LAVRADIO;766;2003;1;3;17.5;81.0;10.0;2.0;41.6;0.4;273.3;0.1;0.9;0.0;0.00
SETUBAL;770;2003;1;3;16.5;78.0;11.0;6.0;29.2;0.5;189.9;0.0;0.9;0.0;0.00
ALCAC. SAL;776;2003;1;3;16.4;88.0;18.0;0.0;76.9;18.1;777.8;2.1;34.1;4.9;0.46
ALVALADE;783;2003;1;3;16.7;83.0;12.0;3.0;57.4;0.7;80.7;0.6;1.3;0.2;0.00
SABUGAL;800;2003;1;3;9.4;83.0;35.0;32.0;27.9;0.2;1.4;0.0;0.3;0.0;0.00
ZEBREIRA;803;2003;1;3;12.2;94.0;18.0;0.0;32.2;0.1;220.3;0.0;0.2;0.0;0.00
PROENCA;806;2003;1;3;12.5;89.0;15.0;0.0;47.6;3.0;64.5;0.3;5.3;0.1;0.00
ALVEGA;812;2003;1;3;15.7;89.0;12.0;0.0;38.2;0.3;314.6;0.0;0.7;0.0;0.00
AVIS;824;2003;1;3;15.1;91.0;14.0;0.0;47.8;0.4;19.4;0.3;0.7;0.1;0.00
ELVAS;835;2003;1;3;15.3;86.0;12.0;6.0;26.1;0.3;121.0;0.0;0.6;0.0;0.00
ESTREMOZ;837;2003;1;3;13.5;91.0;14.0;0.0;62.5;0.4;291.2;1.0;0.7;0.2;0.00
PORTEL;848;2003;1;3;14.8;93.0;11.0;0.0;77.3;2.9;489.8;1.6;5.8;0.7;0.01
AMARELEJA;850;2003;1;3;15.5;81.0;13.0;0.0;80.1;50.2;1219.6;2.2;91.0;9.8;1.54
MERTOLA.VF;863;2003;1;3;15.5;89.0;10.0;1.0;52.7;0.4;185.8;0.4;0.8;0.1;0.00
N. CORVO;864;2003;1;3;15.5;81.0;12.0;2.0;64.6;1.1;362.6;1.0;2.1;0.3;0.00
ALCOUTIM;865;2003;1;3;15.5;80.0;10.0;1.0;74.2;3.3;26.9;1.2;5.1;0.5;0.01
C.MARIM;867;2003;1;3;15.8;94.0;6.0;3.0;47.5;1.6;248.4;0.2;3.2;0.1;0.00
PORTIMAO;878;2003;1;3;17.4;93.0;8.0;0.7;61.0;0.9;74.6;0.7;1.7;0.2;0.00
;;;;;;;;;;;;;;;
ESTACAO;NUM;ANO;MES;DIA;TEMP;HR;VENTO;PREC;FFMC;DMC;DC;ISI;BUI;FWI;DSR
SAGRES;533;2003;1;4;16.5;83.0;10.0;2.0;62.7;2.5;207.5;0.8;4.8;0.3;0.00
SINES/MC;541;2003;1;4;16.0;86.0;5.0;0.1;52.5;0.4;40.2;0.3;0.8;0.1;0.00
PORTO/PR;545;2003;1;4;14.4;78.0;11.0;6.0;39.6;0.4;2.3;0.1;0.6;0.0;0.00
COIMBRA/CE;548;2003;1;4;14.4;85.0;6.0;4.0;26.2;0.3;2.3;0.0;0.4;0.0;0.00
V.CASTELO;551;2003;1;4;13.5;96.0;4.0;6.0;16.3;0.1;2.1;0.0;0.1;0.0;0.00
FARO;554;2003;1;4;17.3;90.0;4.0;1.0;52.7;1.2;141.6;0.3;2.4;0.1;0.00
EVORA/CC;558;2003;1;4;12.2;97.0;5.0;0.2;34.7;0.2;59.3;0.0;0.5;0.0;0.00
VISEU/CC;560;2003;1;4;8.7;93.0;6.0;12.0;8.7;0.1;1.3;0.0;0.1;0.0;0.00
BEJA;562;2003;1;4;12.8;100.0;3.0;0.0;43.4;0.1;172.5;0.1;0.2;0.0;0.00
V.REAL;567;2003;1;4;9.2;91.0;4.0;15.0;11.1;0.1;1.4;0.0;0.2;0.0;0.00
P.DOURADAS;568;2003;1;4;3.4;95.0;24.0;15.0;8.6;0.0;0.3;0.0;0.0;0.0;0.00
C.BRANCO;570;2003;1;4;12.3;89.0;7.0;0.6;38.5;0.5;3.9;0.0;0.7;0.0;0.00
PORTALEGRE;571;2003;1;4;9.2;97.0;10.0;1.0;7.5;0.0;3.0;0.0;0.1;0.0;0.00
BRAGANCA;575;2003;1;4;9.6;79.0;15.0;4.0;36.6;0.3;1.4;0.0;0.4;0.0;0.00
LISBOA/GC;579;2003;1;4;16.5;78.0;6.0;1.0;55.6;1.0;5.6;0.4;1.4;0.1;0.00
MONCAO;605;2003;1;4;10.2;100.0;2.0;1.4;55.6;0.9;18.8;0.3;1.6;0.1;0.00
LAM.MOURO;606;2003;1;4;5.1;96.0;10.0;0.0;22.5;0.1;1.2;0.0;0.2;0.0;0.00
MONTALEGRE;611;2003;1;4;6.8;76.0;12.0;14.0;22.1;0.2;0.9;0.0;0.3;0.0;0.00
P.LIMA;615;2003;1;4;10.8;94.0;1.0;11.0;9.7;0.1;1.6;0.0;0.2;0.0;0.00
CHAVES;616;2003;1;4;9.8;92.0;5.0;7.0;16.4;0.1;1.5;0.0;0.2;0.0;0.00
CABRIL;619;2003;1;4;10.1;94.0;10.0;26.0;8.3;0.1;1.5;0.0;0.1;0.0;0.00
BRAGA;622;2003;1;4;9.4;100.0;1.0;2.7;33.1;0.0;8.4;0.0;0.0;0.0;0.00
C.BASTO;630;2003;1;4;11.1;93.0;7.0;0.0;29.0;0.3;3.6;0.0;0.5;0.0;0.00
