ESTACAO;NUM;ANO;MES;DIA;TEMP;HR;VENTO;PREC;FFMC;DMC;DC;ISI;BUI;FWI;DSR
NELAS;685;2015;1;1;12.7;44.0;6.0;0.0;86.5;7.0;17.0;3.5;6.9;3.0;0.19
GUARDA;683;2015;1;1;9.0;31.0;13.0;0.0;87.8;6.9;16.3;5.9;6.8;5.3;0.51
P.DOURADAS;568;2015;1;1;12.1;24.0;10.0;0.0;89.4;7.2;16.9;6.5;7.2;6.0;0.64
FC.RODRIGO;671;2015;1;1;9.0;37.0;8.0;0.0;86.9;6.8;16.3;4.1;6.8;3.5;0.25
TRANCOSO;666;2015;1;1;9.0;37.0;8.0;0.0;86.9;6.8;16.3;4.1;6.8;3.5;0.25
SABUGAL;800;2015;1;1;9.5;46.0;17.0;0.0;85.9;6.7;16.4;5.6;6.7;5.0;0.46
COIMBRA/CE;548;2015;1;1;12.2;44.0;12.0;0.0;86.5;6.9;16.9;4.6;6.9;4.1;0.33
LOUSA;697;2015;1;1;10.9;52.0;4.0;0.0;85.3;6.7;16.7;2.6;6.7;2.0;0.09
PAMP.SERRA;686;2015;1;1;16.3;18.0;2.0;0.0;90.7;7.8;17.6;5.2;7.7;4.9;0.46
FIG.FOZ;713;2015;1;1;12.1;63.0;6.0;0.1;85.0;6.6;16.9;2.9;6.7;2.2;0.11
LEIRIA/AER;718;2015;1;1;10.9;61.0;3.0;0.1;85.0;6.6;16.7;2.5;6.6;1.7;0.07
ANSIAO;716;2015;1;1;16.9;44.0;7.0;0.0;87.1;7.2;17.7;4.1;7.2;3.6;0.27
ALCOBACA;726;2015;1;1;13.3;60.0;3.0;0.1;85.0;6.7;17.1;2.4;6.8;1.7;0.07
C.BRANCO;570;2015;1;1;11.0;44.0;9.0;0.0;86.3;6.8;16.7;4.0;6.8;3.4;0.24
COVILHA;687;2015;1;1;12.6;47.0;5.0;0.0;86.1;6.9;17.0;3.2;6.9;2.7;0.15
ZEBREIRA;803;2015;1;1;11.0;44.0;9.0;0.0;86.3;6.8;16.7;4.0;6.8;3.4;0.24
PROENCA;806;2015;1;1;14.1;44.0;4.0;0.0;86.6;7.0;17.2;3.2;7.0;2.6;0.15
LISBOA/GC;579;2015;1;1;15.6;54.0;10.0;0.0;85.7;6.9;17.5;3.8;7.0;3.3;0.22
D.PORTOS;739;2015;1;1;14.2;52.0;3.0;0.0;85.7;6.9;17.3;2.7;6.9;2.1;0.10
SANTAREMFB;734;2015;1;1;9.5;57.0;5.0;0.0;85.0;6.6;16.4;2.7;6.6;2.0;0.09
R.MAIOR;729;2015;1;1;11.7;54.0;2.0;0.1;85.2;6.7;16.8;2.4;6.7;1.7;0.07
CORUCHE;744;2015;1;1;8.7;59.0;5.0;0.0;85.0;6.5;16.3;2.7;6.5;2.0;0.09
TOMAR;724;2015;1;1;11.1;63.0;3.0;0.0;85.0;6.6;16.7;2.5;6.6;1.7;0.07
ALVEGA;812;2015;1;1;10.0;65.0;0.0;0.1;84.9;6.5;16.5;2.1;6.5;1.1;0.03
PORTALEGRE;571;2015;1;1;11.6;26.0;7.0;0.0;88.8;7.2;16.8;5.2;7.1;4.7;0.43
ELVAS;835;2015;1;1;10.8;56.0;6.0;0.0;85.0;6.6;16.6;2.8;6.7;2.2;0.11
AVIS;824;2015;1;1;9.9;64.0;3.0;0.0;85.0;6.5;16.5;2.4;6.5;1.6;0.06
EVORA/CC;558;2015;1;1;12.1;56.0;9.0;0.0;85.1;6.7;16.9;3.4;6.7;2.8;0.16
ESTREMOZ;837;2015;1;1;14.0;56.0;8.0;0.0;85.3;6.8;17.2;3.2;6.9;2.6;0.15
PORTEL;848;2015;1;1;14.6;56.0;11.0;0.0;85.4;6.9;17.3;3.9;6.9;3.4;0.23
SETUBAL;770;2015;1;1;14.3;55.0;8.0;0.0;85.4;6.9;17.3;3.3;6.9;2.8;0.16
ALCAC.SAL;776;2015;1;1;10.9;70.0;1.0;0.1;84.5;6.4;16.7;2.0;6.6;1.0;0.03
ALVALADE;783;2015;1;1;10.6;44.0;0.0;0.1;86.0;6.8;16.6;2.5;6.8;1.8;0.07
SINES/MC;541;2015;1;1;14.0;44.0;9.0;0.0;86.7;7.0;17.2;4.1;7.0;3.6;0.27
BARREIRO;766;2015;1;1;8.6;63.0;3.0;0.0;85.0;6.4;16.3;2.4;6.5;1.6;0.06
BEJA;562;2015;1;1;13.8;41.0;10.0;0.0;87.1;7.1;17.2;4.7;7.1;4.2;0.35
AMARELEJA;851;2015;1;1;11.3;56.0;8.0;0.0;85.0;6.7;16.7;3.2;6.7;2.6;0.15
MERTOLA.VF;863;2015;1;1;12.5;56.0;1.0;0.0;85.1;6.7;17.0;2.2;6.8;1.4;0.05
N.CORVO;864;2015;1;1;12.8;55.0;1.0;0.0;85.2;6.8;17.0;2.3;6.8;1.6;0.06
FARO;554;2015;1;1;16.3;30.0;17.0;0.0;89.4;7.5;17.6;9.2;7.5;8.3;1.15
C.MARIM;867;2015;1;1;13.7;37.0;7.0;0.0;87.5;7.1;17.2;4.2;7.1;3.8;0.29
ALCOUTIM;865;2015;1;1;13.5;55.0;1.0;0.0;85.3;6.8;17.1;2.4;6.8;1.6;0.06
PORTIMAO;878;2015;1;1;17.6;42.0;3.0;0.1;87.3;7.3;17.9;3.4;7.3;3.0;0.19
SAGRES;533;2015;1;1;15.8;42.0;9.0;0.0;87.2;7.2;17.5;4.4;7.2;4.0;0.32
;;;;;;;;;;;;;;;
ESTACAO;NUM;ANO;MES;DIA;TEMP;HR;VENTO;PREC;FFMC;DMC;DC;ISI;BUI;FWI;DSR
V.CASTELO;551;2015;1;2;10.2;66.0;1.0;0.0;85.1;7.3;18.3;2.2;7.3;1.5;0.06
MONCAO;605;2015;1;2;10.1;57.0;1.0;0.0;85.9;7.4;18.1;2.5;7.4;1.9;0.09
LAM.MOURO;606;2015;1;2;15.2;26.0;0.0;0.0;90.2;8.8;19.6;4.4;8.7;4.4;0.38
P.LIMA;615;2015;1;2;10.1;57.0;1.0;0.0;85.9;7.4;18.1;2.5;7.4;1.9;0.09
BRAGA;622;2015;1;2;7.1;71.0;1.0;0.0;84.1;6.9;17.5;1.9;6.9;1.0;0.03
CABRIL;619;2015;1;2;12.3;39.0;2.0;0.0;87.7;8.1;19.1;3.5;8.1;3.2;0.21
PORTO/PR;545;2015;1;2;11.2;50.0;7.0;0.0;87.3;7.9;18.8;4.1;7.8;3.8;0.29
V.REAL;567;2015;1;2;8.7;52.0;4.0;0.0;85.1;7.2;17.8;2.7;7.2;2.1;0.10
CHAVES;616;2015;1;2;2.9;77.0;1.0;0.0;82.6;6.3;15.6;1.6;6.3;0.8;0.02
MONTALEGRE;611;2015;1;2;12.1;29.0;3.0;0.0;88.9;8.2;18.7;4.3;8.1;4.1;0.33
C.BASTO;630;2015;1;2;10.6;57.0;2.0;0.0;85.1;7.3;18.3;2.4;7.3;1.7;0.07
BRAGANCA;575;2015;1;2;5.9;67.0;1.0;0.0;84.1;6.6;16.6;2.0;6.6;1.0;0.03
MIRANDELA;632;2015;1;2;0.8;100.0;1.0;0.1;77.1;6.2;15.2;0.9;6.2;0.4;0.01
M.DOURO;635;2015;1;2;6.8;58.0;3.0;0.1;85.5;7.0;17.0;2.6;7.0;2.0;0.09
MOGADOURO;637;2015;1;2;8.0;58.0;3.0;0.0;85.7;7.2;17.6;2.7;7.2;2.2;0.11
MCAVALEIRO;633;2015;1;2;9.2;67.0;4.0;0.0;84.4;6.8;17.6;2.4;6.9;1.7;0.07
C.ANSIAES;644;2015;1;2;8.3;61.0;6.0;0.1;85.6;7.3;17.8;3.1;7.2;2.6;0.15
MONCORVO;654;2015;1;2;2.4;90.0;3.0;0.0;80.8;6.4;15.9;1.5;6.4;0.7;0.01
AVEIRO/UNI;702;2015;1;2;11.0;60.0;3.0;0.0;85.0;7.2;18.4;2.4;7.3;1.8;0.08
ANADIA;705;2015;1;2;11.1;71.0;1.0;0.0;84.9;7.4;18.9;2.2;7.5;1.6;0.06
AROUCA;669;2015;1;2;11.3;49.0;2.0;0.0;86.0;7.6;18.5;2.7;7.6;2.2;0.11
VISEU/CC;560;2015;1;2;14.1;30.0;12.0;0.0;89.8;8.5;19.3;7.7;8.5;7.5;0.97
MOIM.BEIRA;663;2015;1;2;9.7;52.0;0.0;0.0;85.5;7.3;17.9;2.3;7.3;1.7;0.07
NELAS;685;2015;1;2;12.6;48.0;2.0;0.0;86.5;7.9;19.0;2.9;7.9;2.5;0.14
GUARDA;683;2015;1;2;11.8;23.0;11.0;0.0;90.3;8.1;18.1;7.8;8.1;7.4;0.94
P.DOURADAS;568;2015;1;2;13.0;19.0;5.0;0.0;91.6;8.6;18.9;7.1;8.5;7.0;0.84
FC.RODRIGO;671;2015;1;2;-1.1;99.0;3.0;0.0;79.0;6.8;15.8;1.2;6.8;0.6;0.01
TRANCOSO;666;2015;1;2;10.3;35.0;8.0;0.0;88.0;7.7;17.9;4.7;7.7;4.4;0.38
SABUGAL;800;2015;1;2;9.8;50.0;3.0;0.0;85.9;7.4;17.9;2.8;7.4;2.3;0.12
COIMBRA/CE;548;2015;1;2;12.7;46.0;7.0;0.0;86.8;7.8;18.9;3.9;7.8;3.6;0.26
LOUSA;697;2015;1;2;9.4;61.0;3.0;0.0;85.3;7.2;18.1;2.5;7.2;1.9;0.08
PAMP.SERRA;686;2015;1;2;17.1;32.0;7.0;0.0;90.7;9.3;20.4;6.9;9.3;7.0;0.86
FIG.FOZ;713;2015;1;2;12.0;81.0;4.0;0.1;82.9;6.9;18.8;1.9;7.2;1.0;0.03
LEIRIA/AER;718;2015;1;2;11.9;66.0;0.0;0.1;85.0;7.1;18.5;2.1;7.3;1.3;0.05
ANSIAO;716;2015;1;2;12.4;46.0;5.0;0.0;87.1;8.1;19.6;3.7;8.1;3.4;0.24
ALCOBACA;726;2015;1;2;11.8;68.0;0.0;0.1;84.7;7.2;18.9;2.1;7.4;1.3;0.04
C.BRANCO;570;2015;1;2;10.2;51.0;3.0;0.0;86.3;7.5;18.2;2.9;7.5;2.5;0.14
COVILHA;687;2015;1;2;10.9;41.0;2.0;0.0;86.9;7.8;18.7;3.1;7.8;2.7;0.16
ZEBREIRA;803;2015;1;2;10.2;51.0;3.0;0.0;86.3;7.5;18.2;2.9;7.5;2.5;0.14
PROENCA;806;2015;1;2;10.4;51.0;7.0;0.0;86.6;7.7;18.8;3.8;7.7;3.5;0.25
LISBOA/GC;579;2015;1;2;13.1;76.0;12.0;0.0;83.8;7.3;19.6;3.2;7.6;2.8;0.17
D.PORTOS;739;2015;1;2;12.7;59.0;7.0;0.0;85.7;7.6;19.3;3.4;7.7;3.0;0.19
SANTAREMFB;734;2015;1;2;9.8;65.0;4.0;0.0;84.9;7.1;17.9;2.5;7.1;1.8;0.08
R.MAIOR;729;2015;1;2;11.3;62.0;5.0;0.1;85.2;7.3;18.5;2.8;7.3;2.2;0.11
CORUCHE;744;2015;1;2;10.7;53.0;5.0;0.1;85.2;7.2;17.9;2.8;7.2;2.2;0.11
TOMAR;724;2015;1;2;8.6;79.0;1.0;0.1;83.1;6.9;18.0;1.8;7.0;0.9;0.02
ALVEGA;812;2015;1;2;9.8;63.0;8.0;0.1;84.9;7.0;18.0;3.2;7.1;2.7;0.15
PORTALEGRE;571;2015;1;2;12.4;45.0;7.0;0.0;88.6;8.1;18.7;5.1;8.1;4.9;0.46
ELVAS;835;2015;1;2;10.6;58.0;4.0;0.0;85.0;7.2;18.2;2.6;7.2;2.0;0.09
AVIS;824;2015;1;2;11.3;60.0;7.0;0.1;85.0;7.1;18.2;2.9;7.2;2.4;0.13
EVORA/CC;558;2015;1;2;11.6;63.0;4.0;0.0;85.1;7.3;18.7;2.7;7.4;2.1;0.10
ESTREMOZ;837;2015;1;2;13.0;58.0;8.0;0.0;85.3;7.5;19.2;3.3;7.6;2.9;0.18
PORTEL;848;2015;1;2;14.2;63.0;6.0;0.1;85.4;7.6;19.6;3.0;7.7;2.7;0.15
SETUBAL;770;2015;1;2;13.5;56.0;4.0;0.0;85.4;7.7;19.4;2.7;7.7;2.3;0.12
ALCAC.SAL;776;2015;1;2;11.4;69.0;3.0;0.1;84.4;6.9;18.5;2.2;7.1;1.4;0.05
ALVALADE;783;2015;1;2;11.9;52.0;1.0;0.1;86.0;7.6;18.4;2.6;7.6;2.1;0.10
SINES/MC;541;2015;1;2;13.2;52.0;16.0;0.0;86.7;7.8;19.3;6.1;7.8;5.8;0.61
BARREIRO;766;2015;1;2;10.1;63.0;5.0;0.0;85.0;6.9;17.8;2.8;7.0;2.2;0.11
BEJA;562;2015;1;2;12.4;53.0;6.0;0.0;87.1;7.9;19.1;3.9;7.9;3.6;0.26
AMARELEJA;851;2015;1;2;10.8;60.0;7.0;0.0;85.0;7.3;18.3;3.0;7.3;2.5;0.14
MERTOLA.VF;863;2015;1;2;12.6;60.0;4.0;0.0;85.1;7.4;19.0;2.7;7.5;2.2;0.11
N.CORVO;864;2015;1;2;13.1;64.0;6.0;0.0;85.2;7.4;19.1;3.0;7.5;2.5;0.14
FARO;554;2015;1;2;14.7;51.0;16.0;0.0;88.3;8.5;20.0;7.3;8.4;7.2;0.89
C.MARIM;867;2015;1;2;13.4;55.0;4.0;0.0;87.2;7.9;19.3;3.4;7.9;3.1;0.21
ALCOUTIM;865;2015;1;2;13.3;64.0;9.0;0.0;85.3;7.4;19.2;3.5;7.6;3.1;0.20
PORTIMAO;878;2015;1;2;16.5;51.0;5.0;0.0;87.3;8.4;20.6;3.8;8.4;3.6;0.27
SAGRES;533;2015;1;2;13.9;58.0;16.0;0.0;86.7;8.0;19.7;6.1;8.0;5.8;0.62
;;;;;;;;;;;;;;;
ESTACAO;NUM;ANO;MES;DIA;TEMP;HR;VENTO;PREC;FFMC;DMC;DC;ISI;BUI;FWI;DSR
V.CASTELO;551;2015;1;3;10.8;61.0;1.0;0.0;85.1;7.9;19.9;2.2;7.9;1.7;0.07
MONCAO;605;2015;1;3;10.6;57.0;1.0;0.1;85.9;8.0;19.7;2.5;8.0;2.0;0.10
LAM.MOURO;606;2015;1;3;16.0;25.0;6.0;0.0;91.2;10.4;22.2;6.8;10.3;7.4;0.94
P.LIMA;615;2015;1;3;10.6;57.0;1.0;0.1;85.9;8.0;19.7;2.5;8.0;2.0;0.10
BRAGA;622;2015;1;3;9.4;65.0;1.0;0.2;84.1;7.4;18.9;1.9;7.5;1.1;0.03
CABRIL;619;2015;1;3;12.8;40.0;2.0;0.0;87.9;9.1;21.1;3.5;9.1;3.5;0.25
PORTO/PR;545;2015;1;3;11.8;51.0;12.0;0.0;87.3;8.7;20.6;5.2;8.7;5.3;0.51
V.REAL;567;2015;1;3;9.2;53.0;3.0;0.0;85.1;7.8;19.2;2.5;7.8;2.0;0.09
CHAVES;616;2015;1;3;5.0;73.0;2.0;0.1;82.6;6.5;16.2;1.7;6.5;0.8;0.02
MONTALEGRE;611;2015;1;3;13.0;26.0;1.0;0.0;90.1;9.5;20.7;4.5;9.4;4.7;0.42
C.BASTO;630;2015;1;3;9.8;66.0;1.0;0.0;84.8;7.8;19.8;2.2;7.8;1.6;0.06
BRAGANCA;575;2015;1;3;7.0;66.0;3.0;0.0;84.1;6.9;17.6;2.2;7.0;1.4;0.05
MIRANDELA;632;2015;1;3;-0.6;100.0;1.0;0.2;74.3;6.2;14.8;0.8;6.2;0.4;0.00
M.DOURO;635;2015;1;3;8.9;53.0;0.0;0.1;85.5;7.6;18.3;2.3;7.6;1.7;0.07
MOGADOURO;637;2015;1;3;10.1;53.0;4.0;0.0;85.7;7.8;19.1;2.9;7.8;2.5;0.13
MCAVALEIRO;633;2015;1;3;8.4;66.0;4.0;0.0;84.4;7.2;18.8;2.4;7.4;1.7;0.07
C.ANSIAES;644;2015;1;3;10.8;57.0;4.0;0.0;85.6;7.9;19.4;2.9;7.9;2.5;0.14
MONCORVO;654;2015;1;3;0.7;99.0;2.0;0.0;76.3;6.4;15.7;0.9;6.4;0.4;0.01
AVEIRO/UNI;702;2015;1;3;12.3;55.0;3.0;0.0;85.2;7.9;20.3;2.5;8.0;2.1;0.10
ANADIA;705;2015;1;3;14.2;53.0;1.0;0.1;85.5;8.3;21.2;2.4;8.4;2.0;0.09
AROUCA;669;2015;1;3;12.3;55.0;2.0;0.1;86.0;8.3;20.4;2.7;8.3;2.3;0.12
VISEU/CC;560;2015;1;3;14.9;37.0;4.0;0.0;89.8;9.7;21.7;5.0;9.7;5.4;0.53
MOIM.BEIRA;663;2015;1;3;10.9;47.0;0.0;0.0;86.0;8.1;19.6;2.5;8.1;2.0;0.09
NELAS;685;2015;1;3;14.1;49.0;2.0;0.0;86.6;8.9;21.2;2.9;8.8;2.7;0.16
GUARDA;683;2015;1;3;12.4;29.0;4.0;0.0;90.3;9.3;20.0;5.5;9.2;5.7;0.59
P.DOURADAS;568;2015;1;3;14.5;20.0;8.0;0.0;92.3;10.1;21.2;8.7;10.1;9.0;1.34
FC.RODRIGO;671;2015;1;3;3.3;92.0;4.0;0.0;77.7;6.8;16.1;1.1;6.8;0.6;0.01
TRANCOSO;666;2015;1;3;11.6;48.0;3.0;0.0;88.0;8.5;19.7;3.7;8.5;3.6;0.26
SABUGAL;800;2015;1;3;15.3;33.0;6.0;0.0;88.6;8.8;20.4;4.7;8.7;4.7;0.43
COIMBRA/CE;548;2015;1;3;12.4;56.0;5.0;0.0;86.7;8.5;20.8;3.4;8.5;3.3;0.22
LOUSA;697;2015;1;3;8.5;67.0;1.0;0.0;84.7;7.6;19.3;2.1;7.7;1.4;0.05
PAMP.SERRA;686;2015;1;3;15.8;26.0;7.0;0.0;91.2;10.8;22.9;7.3;10.8;8.0;1.07
FIG.FOZ;713;2015;1;3;13.0;68.0;1.0;0.1;83.1;7.5;20.8;1.7;7.9;0.9;0.02
LEIRIA/AER;718;2015;1;3;13.9;56.0;0.0;0.2;85.2;7.9;20.7;2.2;8.1;1.6;0.06
ANSIAO;716;2015;1;3;15.4;56.0;5.0;0.0;87.1;9.0;22.1;3.7;9.0;3.7;0.27
ALCOBACA;726;2015;1;3;14.2;82.0;1.0;0.0;82.9;7.5;21.2;1.6;8.0;0.9;0.02
C.BRANCO;570;2015;1;3;11.6;50.0;4.0;0.0;86.3;8.3;20.0;3.1;8.3;2.9;0.17
COVILHA;687;2015;1;3;9.4;64.0;1.0;0.0;85.8;8.3;20.1;2.5;8.3;2.1;0.10
ZEBREIRA;803;2015;1;3;11.6;50.0;4.0;0.0;86.3;8.3;20.0;3.1;8.3;2.9;0.17
PROENCA;806;2015;1;3;12.5;50.0;5.0;0.0;86.6;8.5;20.8;3.5;8.5;3.4;0.23
LISBOA/GC;579;2015;1;3;13.7;69.0;12.0;0.0;83.8;7.9;21.8;3.3;8.3;3.1;0.20
D.PORTOS;739;2015;1;3;12.4;58.0;9.0;0.0;85.7;8.3;21.2;3.7;8.4;3.5;0.25
SANTAREMFB;734;2015;1;3;11.2;62.0;6.0;0.0;84.9;7.7;19.6;2.8;7.8;2.4;0.13
R.MAIOR;729;2015;1;3;13.8;52.0;5.0;0.0;85.7;8.2;20.7;3.0;8.2;2.7;0.15
CORUCHE;744;2015;1;3;10.6;65.0;7.0;0.0;85.0;7.7;19.5;3.0;7.8;2.6;0.15
TOMAR;724;2015;1;3;10.9;73.0;3.0;0.0;83.1;7.3;19.7;1.9;7.6;1.0;0.03
ALVEGA;812;2015;1;3;12.5;52.0;11.0;0.1;85.5;7.8;20.0;3.9;7.9;3.7;0.27
PORTALEGRE;571;2015;1;3;13.0;32.0;3.0;0.0;89.2;9.3;20.7;4.5;9.2;4.7;0.42
ELVAS;835;2015;1;3;11.9;57.0;7.0;0.0;85.0;7.9;20.0;3.0;8.0;2.6;0.15
AVIS;824;2015;1;3;10.3;60.0;9.0;0.1;85.0;7.7;19.8;3.4;7.8;3.1;0.20
EVORA/CC;558;2015;1;3;12.7;63.0;8.0;0.0;85.1;7.9;20.7;3.2;8.1;2.9;0.18
ESTREMOZ;837;2015;1;3;13.5;57.0;7.0;0.0;85.3;8.3;21.3;3.1;8.4;2.9;0.18
PORTEL;848;2015;1;3;14.1;63.0;8.0;0.0;85.4;8.3;21.8;3.4;8.5;3.3;0.22
SETUBAL;770;2015;1;3;13.7;60.0;5.0;0.1;85.4;8.4;21.6;2.9;8.5;2.7;0.16
ALCAC.SAL;776;2015;1;3;12.2;69.0;2.0;0.1;84.4;7.4;20.4;2.2;7.8;1.6;0.06
ALVALADE;783;2015;1;3;11.9;48.0;3.0;0.1;86.3;8.4;20.2;2.9;8.4;2.6;0.15
SINES/MC;541;2015;1;3;15.3;48.0;13.0;0.0;86.9;8.8;21.8;5.4;8.8;5.5;0.55
BARREIRO;766;2015;1;3;9.0;71.0;10.0;0.0;84.0;7.3;19.1;3.0;7.5;2.6;0.14
BEJA;562;2015;1;3;13.2;50.0;8.0;0.0;87.1;8.8;21.2;4.2;8.8;4.2;0.34
AMARELEJA;851;2015;1;3;11.4;64.0;9.0;0.0;85.0;7.9;20.1;3.3;7.9;3.0;0.19
MERTOLA.VF;863;2015;1;3;12.5;63.0;5.0;0.0;85.1;8.0;21.0;2.8;8.2;2.5;0.14
N.CORVO;864;2015;1;3;14.2;59.0;9.0;0.0;85.2;8.2;21.4;3.4;8.4;3.2;0.21
FARO;554;2015;1;3;15.6;44.0;17.0;0.0;88.3;9.7;22.5;7.8;9.6;8.1;1.09
C.MARIM;867;2015;1;3;13.9;54.0;7.0;0.0;87.2;8.7;21.5;4.0;8.7;4.0;0.32
ALCOUTIM;865;2015;1;3;13.5;59.0;0.0;0.0;85.3;8.1;21.3;2.2;8.3;1.7;0.07
PORTIMAO;878;2015;1;3;16.9;47.0;3.0;0.0;87.4;9.6;23.3;3.5;9.6;3.6;0.26
SAGRES;533;2015;1;3;14.4;55.0;13.0;0.0;86.7;8.9;22.0;5.3;8.9;5.3;0.53
;;;;;;;;;;;;;;;
ESTACAO;NUM;ANO;MES;DIA;TEMP;HR;VENTO;PREC;FFMC;DMC;DC;ISI;BUI;FWI;DSR
V.CASTELO;551;2015;1;4;10.8;72.0;2.0;0.1;84.2;8.3;21.5;2.1;8.5;1.6;0.06
MONCAO;605;2015;1;4;11.6;57.0;2.0;0.0;85.9;8.7;21.5;2.7;8.7;2.4;0.13
LAM.MOURO;606;2015;1;4;18.1;37.0;5.0;0.0;91.0;11.9;25.2;6.5;11.8;7.6;0.98
P.LIMA;615;2015;1;4;11.6;57.0;2.0;0.0;85.9;8.7;21.5;2.7;8.7;2.4;0.13
BRAGA;622;2015;1;4;8.5;66.0;2.0;0.0;84.1;7.8;20.1;2.1;7.9;1.5;0.05
CABRIL;619;2015;1;4;14.7;46.0;2.0;0.0;87.9;10.2;23.5;3.5;10.1;3.7;0.28
PORTO/PR;545;2015;1;4;12.4;48.0;2.0;0.0;87.3;9.6;22.5;3.2;9.5;3.3;0.22
V.REAL;567;2015;1;4;9.1;64.0;2.0;0.0;84.9;8.3;20.5;2.3;8.3;1.8;0.08
CHAVES;616;2015;1;4;4.2;79.0;2.0;0.1;81.8;6.6;16.7;1.5;6.7;0.7;0.02
MONTALEGRE;611;2015;1;4;12.6;31.0;5.0;0.0;90.1;10.7;22.7;5.7;10.6;6.4;0.72
C.BASTO;630;2015;1;4;11.8;54.0;10.0;0.2;85.2;8.5;21.6;3.5;8.6;3.4;0.24
BRAGANCA;575;2015;1;4;6.9;68.0;1.0;0.0;83.9;7.2;18.5;1.9;7.3;1.0;0.03
MIRANDELA;632;2015;1;4;-0.3;100.0;1.0;0.2;72.8;6.2;14.4;0.7;6.2;0.3;0.00
M.DOURO;635;2015;1;4;8.4;53.0;10.0;0.0;85.5;8.1;19.5;3.8;8.1;3.6;0.26
MOGADOURO;637;2015;1;4;10.9;53.0;6.0;0.0;85.7;8.5;20.8;3.2;8.5;3.0;0.19
MCAVALEIRO;633;2015;1;4;9.3;68.0;4.0;0.1;84.3;7.6;20.2;2.3;7.8;1.7;0.07
C.ANSIAES;644;2015;1;4;9.6;57.0;7.0;0.0;85.6;8.5;20.8;3.3;8.5;3.1;0.21
MONCORVO;654;2015;1;4;4.4;81.0;3.0;0.0;77.2;6.5;16.2;1.0;6.5;0.5;0.01
AVEIRO/UNI;702;2015;1;4;11.6;63.0;2.0;0.0;85.2;8.5;22.1;2.4;8.7;2.0;0.10
ANADIA;705;2015;1;4;11.1;71.0;3.0;0.1;84.5;8.7;22.9;2.2;8.9;1.9;0.08
AROUCA;669;2015;1;4;10.8;45.0;2.0;0.0;86.5;9.1;22.0;2.9;9.1;2.8;0.16
VISEU/CC;560;2015;1;4;15.5;30.0;17.0;0.0;90.3;11.1;24.2;10.4;11.1;11.0;1.90
MOIM.BEIRA;663;2015;1;4;10.6;45.0;1.0;0.0;86.4;8.9;21.2;2.7;8.9;2.4;0.13
