ESTACAO;NUM;ANO;MES;DIA;TEMP;HR;VENTO;PREC;FFMC;DMC;DC;ISI;BUI;FWI;DSR
MONCAO;605;2004;1;3;11.1;89.0;2.0;0.0;41.1;0.9;218.7;0.0;1.7;0.0;0.00
LAM.MOURO;606;2004;1;3;6.1;86.0;16.0;0.0;50.0;0.4;5.3;0.4;0.7;0.1;0.00
MONTALEGRE;611;2004;1;3;7.7;73.0;26.0;0.0;66.8;0.6;92.1;2.1;1.2;0.6;0.01
P.LIMA;615;2004;1;3;12.9;68.0;8.0;0.0;64.5;1.4;6.1;0.8;1.7;0.2;0.00
CHAVES;616;2004;1;3;11.5;71.0;16.0;0.0;79.4;2.0;11.7;2.4;2.8;0.8;0.02
CABRIL;619;2004;1;3;9.2;70.0;26.0;0.0;64.6;0.9;7.2;1.9;1.3;0.5;0.01
BRAGA;622;2004;1;3;12.9;68.0;12.0;0.0;67.8;1.3;9.9;1.1;1.9;0.3;0.00
C.BASTO;630;2004;1;3;12.4;66.0;3.0;0.0;71.8;6.4;101.4;0.8;11.0;0.5;0.01
MIRANDELA;632;2004;1;3;12.9;70.0;5.0;0.0;80.9;2.4;62.2;1.6;4.4;0.7;0.01
MCAVALEIRO;633;2004;1;3;11.0;67.0;5.0;0.0;79.6;8.6;317.5;1.4;16.1;1.5;0.05
M.DOURO;635;2004;1;3;9.4;74.0;3.0;0.0;78.2;1.5;48.3;1.1;2.8;0.4;0.01
MOGADOURO;637;2004;1;3;8.0;74.0;10.0;0.0;80.6;24.7;775.9;2.0;45.7;5.7;0.59
C.ANSIAES;644;2004;1;3;9.6;76.0;10.0;0.0;77.2;1.9;11.0;1.5;2.7;0.5;0.01
MONCORVO;654;2004;1;3;10.4;69.0;6.0;0.0;82.3;43.0;932.5;2.0;77.2;8.0;1.09
MOIM.BEIRA;663;2004;1;3;9.9;73.0;10.0;0.0;75.0;3.2;31.7;1.3;5.1;0.5;0.01
TRANCOSO;666;2004;1;3;9.0;69.0;10.0;0.0;80.0;6.2;200.8;1.9;11.5;1.8;0.07
AROUCA;669;2004;1;3;11.6;76.0;4.0;0.0;56.2;1.1;9.1;0.4;1.7;0.1;0.00
FC.RODRIGO;671;2004;1;3;9.3;83.0;13.0;0.0;78.2;4.5;332.8;1.8;8.7;1.2;0.04
GUARDA;683;2004;1;3;5.9;89.0;15.0;0.0;65.9;0.7;6.7;1.2;1.1;0.3;0.00
NELAS;685;2004;1;3;11.6;73.0;2.0;0.0;61.6;1.7;12.7;0.5;2.6;0.2;0.00
PAMP.SERRA;686;2004;1;3;10.0;66.0;8.0;0.0;74.4;3.5;11.3;1.1;3.9;0.4;0.01
COVILHA;687;2004;1;3;13.2;58.0;9.0;0.0;84.7;5.5;32.6;3.2;7.8;2.8;0.17
LOUSA;697;2004;1;3;5.1;77.0;0.0;0.0;57.3;0.9;48.4;0.3;1.7;0.1;0.00
AVEIRO/UNI;702;2004;1;3;12.9;76.0;14.0;0.0;61.5;1.4;45.4;0.9;2.6;0.3;0.00
ANADIA;705;2004;1;3;12.2;74.0;2.0;0.0;77.0;12.1;233.9;1.0;21.5;0.9;0.02
FIG.FOZ;713;2004;1;3;14.2;62.0;12.0;0.0;68.9;3.0;25.9;1.1;4.7;0.5;0.01
ANSIAO;716;2004;1;3;9.9;82.0;16.0;0.0;71.1;6.1;60.1;1.5;9.8;0.9;0.02
LEIRIA/Aer;718;2004;1;3;13.9;77.0;12.0;0.0;73.1;2.9;37.8;1.3;4.9;0.5;0.01
TOMAR;724;2004;1;3;13.4;60.0;25.0;0.0;83.3;9.8;194.3;5.9;17.4;8.5;1.20
ALCOBACA;726;2004;1;3;13.1;77.0;9.0;0.0;72.2;3.4;34.0;1.1;5.4;0.5;0.01
R.MAIOR;729;2004;1;3;13.5;78.0;17.0;0.0;76.6;5.3;33.9;2.0;7.6;1.2;0.04
SANTAREMFB;734;2004;1;3;14.6;72.0;14.0;0.0;81.8;5.6;33.8;2.8;8.0;2.4;0.13
D.PORTOS;739;2004;1;3;12.8;80.0;18.0;0.0;80.7;4.8;357.7;3.1;9.4;3.0;0.19
CORUCHE;744;2004;1;3;13.8;74.0;13.0;0.0;80.3;4.8;156.3;2.3;8.9;1.9;0.08
LAVRADIO;766;2004;1;3;14.5;78.0;16.0;0.0;82.2;4.9;65.7;3.3;8.3;3.1;0.20
SETUBAL;770;2004;1;3;14.6;72.0;13.0;0.0;83.3;6.6;36.7;3.3;9.1;3.2;0.22
ALCAC. SAL;776;2004;1;3;14.6;66.0;6.0;0.0;83.0;7.5;245.1;2.2;13.9;2.6;0.15
ALVALADE;783;2004;1;3;13.1;70.0;7.0;0.0;82.0;7.1;91.4;2.0;11.9;2.1;0.10
SABUGAL;800;2004;1;3;8.3;82.0;16.0;0.0;77.5;2.2;15.9;2.0;3.3;0.7;0.02
ZEBREIRA;803;2004;1;3;12.6;63.0;3.0;0.0;81.9;8.1;46.9;1.6;11.3;1.3;0.04
PROENCA;806;2004;1;3;12.4;67.0;4.0;0.0;81.3;4.1;21.2;1.6;5.6;0.7;0.02
ALVEGA;812;2004;1;3;10.7;100.0;0.0;0.1;72.9;4.8;92.5;0.7;8.5;0.4;0.00
AVIS;824;2004;1;3;13.3;66.0;4.0;0.0;82.4;4.4;186.0;1.8;8.3;1.0;0.03
ELVAS;835;2004;1;3;14.3;65.0;9.0;0.0;83.1;4.2;32.1;2.6;6.3;1.8;0.07
ESTREMOZ;837;2004;1;3;11.8;70.0;6.0;0.0;81.2;15.2;812.9;1.8;29.0;3.6;0.26
PORTEL;848;2004;1;3;13.4;68.0;8.0;0.0;81.8;6.4;247.0;2.1;12.0;2.2;0.11
AMARELEJA;850;2004;1;3;13.8;65.0;13.0;0.0;82.6;35.1;873.7;3.0;63.9;10.0;1.61
MERTOLA.VF;863;2004;1;3;12.2;78.0;9.0;0.0;78.8;4.1;73.9;1.6;7.1;0.8;0.02
N. CORVO;864;2004;1;3;12.3;70.0;13.0;0.0;81.5;7.9;459.4;2.6;15.1;3.4;0.24
ALCOUTIM;865;2004;1;3;11.4;70.0;16.0;0.0;81.2;10.4;181.3;2.9;18.1;4.4;0.38
C.MARIM;867;2004;1;3;13.9;65.0;12.0;0.0;83.7;10.1;129.1;3.3;17.0;4.8;0.43
PORTIMAO;878;2004;1;3;14.9;66.0;16.0;0.0;83.3;10.2;47.8;3.8;13.3;4.8;0.43
;;;;;;;;;;;;;;;
ESTACAO;NUM;ANO;MES;DIA;TEMP;HR;VENTO;PREC;FFMC;DMC;DC;ISI;BUI;FWI;DSR
SAGRES;533;2004;1;4;15.9;54.0;12.0;0.0;85.4;12.2;167.6;4.1;20.6;6.7;0.79
SINES/MC;541;2004;1;4;13.1;82.0;8.0;0.0;79.4;5.4;124.4;1.6;9.8;1.0;0.03
PORTO/PR;545;2004;1;4;14.2;68.0;9.0;0.0;77.9;2.2;8.7;1.5;2.7;0.5;0.01
COIMBRA/CE;548;2004;1;4;12.4;77.0;7.0;0.0;65.8;1.8;35.2;0.8;3.2;0.3;0.00
V.CASTELO;551;2004;1;4;15.0;72.0;5.0;0.0;76.4;2.3;9.3;1.1;2.8;0.4;0.00
FARO;554;2004;1;4;16.5;44.0;13.0;0.0;87.8;15.5;142.5;6.0;24.4;10.3;1.69
EVORA/CC;558;2004;1;4;13.6;64.0;5.0;0.0;83.6;8.0;231.0;2.2;14.6;2.8;0.17
VISEU/CC;560;2004;1;4;12.5;68.0;8.0;0.0;72.0;1.6;9.0;1.0;2.2;0.3;0.00
BEJA;562;2004;1;4;12.8;76.0;7.0;0.0;80.9;5.3;98.7;1.8;9.4;1.2;0.04
V.REAL;567;2004;1;4;10.7;82.0;5.0;0.0;72.3;1.2;9.5;0.9;1.8;0.3;0.00
P.DOURADAS;568;2004;1;4;8.5;62.0;10.0;0.0;69.5;1.5;4.4;1.0;1.7;0.3;0.00
C.BRANCO;570;2004;1;4;13.5;65.0;9.0;0.0;83.5;4.7;25.2;2.7;6.4;1.9;0.09
PORTALEGRE;571;2004;1;4;12.1;61.0;4.0;0.0;83.6;6.5;28.7;2.1;8.3;1.6;0.06
BRAGANCA;575;2004;1;4;8.4;79.0;2.0;0.0;79.0;2.0;10.4;1.1;2.7;0.4;0.01
LISBOA/GC;579;2004;1;4;12.5;79.0;7.0;0.0;81.6;7.0;34.9;1.9;9.3;1.5;0.06
MONCAO;605;2004;1;4;11.6;97.0;3.0;0.0;43.4;0.9;220.5;0.1;1.9;0.0;0.00
LAM.MOURO;606;2004;1;4;8.9;85.0;18.0;0.0;61.1;0.6;6.6;1.1;1.0;0.3;0.00
MONTALEGRE;611;2004;1;4;8.4;80.0;15.0;0.0;72.8;0.8;93.3;1.5;1.6;0.4;0.01
P.LIMA;615;2004;1;4;14.3;73.0;2.0;0.0;72.0;1.9;8.4;0.7;2.4;0.2;0.00
CHAVES;616;2004;1;4;8.0;100.0;1.0;0.0;75.1;2.0;12.8;0.8;2.9;0.3;0.00
CABRIL;619;2004;1;4;13.0;62.0;13.0;0.0;76.6;1.6;9.2;1.6;2.2;0.5;0.01
BRAGA;622;2004;1;4;12.4;78.0;2.0;0.0;72.6;1.7;11.8;0.8;2.5;0.3;0.00
C.BASTO;630;2004;1;4;13.4;70.0;3.0;0.0;77.0;6.9;103.5;1.0;11.9;0.7;0.01
