ESTACAO;NUM;ANO;MES;DIA;TEMP;HR;VENTO;PREC;FFMC;DMC;DC;ISI;BUI;FWI;DSR
ESTACAO;NUM;ANO;MES;DIA;TEMP;HR;VENTO;PREC;FFMC;DMC;DC;ISI;BUI;FWI;DSR
V.CASTELO;551;2017;1;3;13.6;84.0;2.0;2.6;45.2;4.5;29.3;0.1;6.5;0.0;0.00
MONCAO;605;2017;1;3;13.4;72.0;13.0;5.9;52.7;3.1;99.4;0.4;5.8;0.2;0.00
LAM.MOURO;606;2017;1;3;9.3;90.0;7.0;5.9;26.9;3.8;14.7;0.0;4.6;0.0;0.00
P.LIMA;615;2017;1;3;13.3;94.0;2.0;4.2;29.5;3.6;19.2;0.0;4.9;0.0;0.00
BRAGA;622;2017;1;3;11.7;100.0;2.0;5.1;19.6;2.0;15.8;0.0;3.1;0.0;0.00
CABRIL;619;2017;1;3;9.2;92.0;7.0;3.0;33.4;3.7;23.8;0.0;5.3;0.0;0.00
PORTO/PR;545;2017;1;3;14.1;76.0;18.0;5.9;49.0;5.0;21.7;0.4;6.4;0.2;0.00
V.REAL;567;2017;1;3;8.2;94.0;3.0;2.7;46.5;1.4;137.4;0.1;2.8;0.0;0.00
CHAVES;616;2017;1;3;9.6;86.0;4.0;2.7;51.3;1.1;226.1;0.2;2.2;0.1;0.00
MONTALEGRE;611;2017;1;3;4.7;99.0;7.0;3.1;18.7;2.1;12.4;0.0;3.0;0.0;0.00
C.BASTO;630;2017;1;3;12.5;92.0;8.0;2.6;44.3;4.4;29.2;0.1;6.4;0.1;0.00
BRAGANCA;575;2017;1;3;7.0;89.0;0.0;1.2;65.8;2.5;174.8;0.6;4.8;0.2;0.00
MIRANDELA;632;2017;1;3;9.6;86.0;4.0;2.7;51.3;1.1;237.2;0.2;2.2;0.1;0.00
M.DOURO;635;2017;1;3;5.6;96.0;6.0;5.6;30.2;1.0;415.9;0.0;1.9;0.0;0.00
MOGADOURO;637;2017;1;3;5.6;91.0;16.0;2.9;50.0;1.0;317.4;0.4;2.0;0.1;0.00
MCAVALEIRO;633;2017;1;3;7.3;84.0;0.0;1.2;67.1;3.4;223.6;0.6;6.5;0.3;0.00
C.ANSIAES;644;2017;1;3;8.1;87.0;5.0;3.4;46.8;1.1;86.9;0.1;2.2;0.0;0.00
MONCORVO;654;2017;1;3;8.1;87.0;5.0;3.4;46.5;1.0;163.6;0.1;1.9;0.0;0.00
AVEIRO/UNI;702;2017;1;3;17.3;62.0;7.0;1.9;74.1;13.8;41.2;1.0;15.0;0.8;0.02
ANADIA;705;2017;1;3;15.5;77.0;14.0;4.7;56.1;6.1;98.6;0.6;10.6;0.4;0.01
AROUCA;669;2017;1;3;10.9;75.0;7.0;0.9;72.2;10.0;31.7;0.9;11.2;0.6;0.01
VISEU/CC;560;2017;1;3;10.6;92.0;9.0;7.3;33.0;4.3;19.9;0.0;5.6;0.0;0.00
MOIM.BEIRA;663;2017;1;3;8.5;94.0;2.0;2.8;45.1;1.2;35.3;0.1;2.2;0.0;0.00
NELAS;685;2017;1;3;13.1;80.0;3.0;5.9;42.1;4.3;82.0;0.1;7.6;0.0;0.00
GUARDA;683;2017;1;3;5.3;99.0;16.0;5.3;28.9;1.8;9.0;0.0;2.4;0.0;0.00
P.DOURADAS;568;2017;1;3;4.3;100.0;4.0;12.1;15.2;3.8;2.9;0.0;3.3;0.0;0.00
FC.RODRIGO;671;2017;1;3;9.2;88.0;13.0;0.4;76.2;2.0;188.8;1.6;3.8;0.6;0.01
TRANCOSO;666;2017;1;3;8.5;94.0;2.0;2.8;45.1;1.2;47.3;0.1;2.2;0.0;0.00
SABUGAL;800;2017;1;3;7.2;98.0;12.0;7.0;26.2;1.2;5.9;0.0;1.6;0.0;0.00
COIMBRA/CE;548;2017;1;3;14.9;77.0;9.0;4.1;55.6;6.0;77.2;0.5;10.0;0.3;0.00
LOUSA;697;2017;1;3;14.9;77.0;9.0;2.0;67.6;9.6;162.3;0.9;16.7;0.7;0.02
PAMP.SERRA;686;2017;1;3;8.4;99.0;19.0;6.0;27.3;6.6;112.4;0.0;11.6;0.0;0.00
FIG.FOZ;713;2017;1;3;14.6;82.0;19.0;5.3;52.0;5.1;31.8;0.5;7.3;0.3;0.00
LEIRIA/AER;718;2017;1;3;13.9;82.0;21.0;3.0;61.8;9.4;36.1;1.3;11.4;0.9;0.02
ANSIAO;716;2017;1;3;9.6;98.0;17.0;15.9;17.8;4.3;33.3;0.0;6.5;0.0;0.00
ALCOBACA;726;2017;1;3;15.6;77.0;14.0;15.3;44.1;7.9;84.8;0.1;12.8;0.1;0.00
C.BRANCO;570;2017;1;3;8.3;100.0;12.0;12.0;15.8;3.9;11.9;0.0;4.3;0.0;0.00
COVILHA;687;2017;1;3;8.5;95.0;2.0;11.1;21.8;3.9;11.1;0.0;4.2;0.0;0.00
ZEBREIRA;803;2017;1;3;8.8;100.0;15.0;1.1;66.2;8.4;125.5;1.2;14.4;0.9;0.02
PROENCA;806;2017;1;3;7.8;100.0;9.0;8.8;19.2;4.4;20.5;0.0;5.7;0.0;0.00
LISBOA/GC;579;2017;1;3;16.7;88.0;7.0;12.9;31.7;3.7;24.5;0.0;5.3;0.0;0.00
D.PORTOS;739;2017;1;3;15.8;94.0;12.0;38.1;20.4;3.6;65.2;0.0;6.3;0.0;0.00
SANTAREMFB;734;2017;1;3;13.7;96.0;7.0;14.2;20.8;4.3;175.3;0.0;8.1;0.0;0.00
R.MAIOR;729;2017;1;3;13.0;100.0;4.0;38.2;9.9;4.4;140.0;0.0;8.2;0.0;0.00
CORUCHE;744;2017;1;3;14.6;92.0;7.0;3.7;45.7;5.8;190.2;0.1;10.8;0.1;0.00
TOMAR;724;2017;1;3;13.0;90.0;17.0;14.4;31.1;3.4;99.1;0.0;6.2;0.0;0.00
ALVEGA;812;2017;1;3;10.7;90.0;9.0;8.8;31.8;3.4;178.3;0.0;6.5;0.0;0.00
PORTALEGRE;571;2017;1;3;9.2;100.0;17.0;3.7;37.1;6.8;29.3;0.0;8.6;0.0;0.00
ELVAS;835;2017;1;3;10.8;98.0;6.0;6.2;28.1;4.2;165.5;0.0;7.9;0.0;0.00
AVIS;824;2017;1;3;13.2;83.0;7.0;1.1;73.9;11.8;345.7;1.0;21.7;1.0;0.03
EVORA/CC;558;2017;1;3;13.4;94.0;10.0;6.3;33.9;4.8;290.4;0.0;9.3;0.0;0.00
ESTREMOZ;837;2017;1;3;11.5;96.0;12.0;4.9;35.8;5.1;158.8;0.0;9.5;0.0;0.00
PORTEL;848;2017;1;3;13.7;91.0;7.0;8.2;32.6;5.9;246.7;0.0;11.2;0.0;0.00
SETUBAL;770;2017;1;3;14.6;96.0;1.0;14.1;19.2;5.1;113.9;0.0;9.2;0.0;0.00
ALCAC.SAL;776;2017;1;3;16.7;94.0;12.0;2.4;55.7;6.2;113.7;0.5;10.9;0.3;0.00
ALVALADE;783;2017;1;3;16.6;89.0;8.0;15.4;30.8;4.8;188.2;0.0;9.1;0.0;0.00
SINES/MC;541;2017;1;3;17.2;89.0;19.0;2.7;59.7;9.1;210.6;1.0;16.4;0.8;0.02
BARREIRO;766;2017;1;3;18.0;92.0;12.0;12.9;29.8;1.8;78.5;0.0;3.5;0.0;0.00
BEJA;562;2017;1;3;12.5;95.0;16.0;37.1;18.5;3.1;82.0;0.0;5.7;0.0;0.00
AMARELEJA;851;2017;1;3;15.8;77.0;12.0;7.0;50.1;5.4;331.2;0.3;10.4;0.2;0.00
MERTOLA.VF;863;2017;1;3;13.3;85.0;18.0;7.6;43.4;4.8;273.8;0.2;9.2;0.1;0.00
N.CORVO;864;2017;1;3;17.1;87.0;18.0;12.1;39.4;3.3;273.0;0.1;6.5;0.0;0.00
FARO;554;2017;1;3;18.8;77.0;19.0;7.4;55.4;8.8;144.3;0.8;15.3;0.6;0.01
C.MARIM;867;2017;1;3;16.3;77.0;12.0;4.8;55.5;9.4;215.9;0.5;16.9;0.4;0.01
ALCOUTIM;865;2017;1;3;15.8;90.0;14.0;10.1;34.5;4.9;159.5;0.0;9.1;0.0;0.00
PORTIMAO;878;2017;1;3;19.6;80.0;13.0;38.0;41.1;6.4;52.9;0.1;9.9;0.0;0.00
SAGRES;533;2017;1;3;18.7;82.0;14.0;14.7;43.0;6.1;25.6;0.1;7.6;0.1;0.00
;;;;;;;;;;;;;;;
ESTACAO;NUM;ANO;MES;DIA;TEMP;HR;VENTO;PREC;FFMC;DMC;DC;ISI;BUI;FWI;DSR
V.CASTELO;551;2017;1;4;13.2;98.0;2.0;7.2;14.6;1.9;21.5;0.0;3.1;0.0;0.00
MONCAO;605;2017;1;4;11.6;87.0;2.0;1.1;52.7;3.3;101.2;0.2;6.1;0.1;0.00
LAM.MOURO;606;2017;1;4;11.6;87.0;2.0;1.1;33.3;4.0;16.5;0.0;5.0;0.0;0.00
P.LIMA;615;2017;1;4;12.8;100.0;2.0;7.7;7.2;1.3;10.8;0.0;2.0;0.0;0.00
BRAGA;622;2017;1;4;12.3;100.0;2.0;7.2;5.1;0.4;8.2;0.0;0.7;0.0;0.00
CABRIL;619;2017;1;4;12.9;96.0;0.0;7.4;11.5;1.4;15.8;0.0;2.4;0.0;0.00
PORTO/PR;545;2017;1;4;14.8;80.0;10.0;10.8;34.6;2.4;8.4;0.0;2.8;0.0;0.00
V.REAL;567;2017;1;4;9.2;97.0;0.0;0.4;47.4;1.4;138.8;0.1;2.8;0.0;0.00
CHAVES;616;2017;1;4;11.1;88.0;3.0;0.5;57.6;1.3;227.8;0.4;2.5;0.1;0.00
MONTALEGRE;611;2017;1;4;9.7;99.0;2.0;4.4;8.7;0.6;9.0;0.0;1.0;0.0;0.00
C.BASTO;630;2017;1;4;12.1;96.0;6.0;2.9;29.4;2.6;28.7;0.0;4.2;0.0;0.00
BRAGANCA;575;2017;1;4;9.1;93.0;10.0;0.3;68.0;2.6;176.1;1.0;5.0;0.4;0.01
MIRANDELA;632;2017;1;4;11.1;88.0;3.0;0.5;57.6;1.3;238.9;0.4;2.5;0.1;0.00
M.DOURO;635;2017;1;4;8.6;100.0;2.0;0.1;30.2;1.0;417.2;0.0;2.0;0.0;0.00
MOGADOURO;637;2017;1;4;9.6;89.0;3.0;0.0;55.5;1.1;318.8;0.3;2.3;0.1;0.00
MCAVALEIRO;633;2017;1;4;9.6;99.0;1.0;0.3;67.2;3.4;225.0;0.6;6.6;0.3;0.00
C.ANSIAES;644;2017;1;4;10.8;86.0;10.0;1.0;53.1;1.3;88.5;0.4;2.5;0.1;0.00
MONCORVO;654;2017;1;4;10.8;86.0;10.0;1.0;52.9;1.2;165.2;0.4;2.4;0.1;0.00
AVEIRO/UNI;702;2017;1;4;16.8;71.0;7.0;1.7;69.2;13.3;43.9;0.9;15.1;0.7;0.01
ANADIA;705;2017;1;4;16.8;76.0;7.0;0.3;69.0;6.6;101.3;0.9;11.4;0.6;0.01
AROUCA;669;2017;1;4;10.9;96.0;5.0;2.8;43.1;7.2;33.4;0.1;9.3;0.0;0.00
VISEU/CC;560;2017;1;4;11.8;100.0;7.0;1.3;27.3;4.3;21.7;0.0;5.8;0.0;0.00
MOIM.BEIRA;663;2017;1;4;9.2;97.0;1.0;2.2;31.6;0.4;36.7;0.0;0.7;0.0;0.00
