date;minimum;maximum;mean;std;dico;concelho;distrito
06/10/2016 00:00;8.40001583099;9.41403675079;8.82976410606;0.304816380304;1709;Ribeira de pena;Vila real
07/10/2016 00:00;6.50146198273;7.05815315247;6.80767050656;0.163172714755;1709;Ribeira de pena;Vila real
08/10/2016 00:00;8.36137104034;9.42620754242;8.970853718839999;0.266010359068;1709;Ribeira de pena;Vila real
09/10/2016 00:00;8.58211898804;10.0315942764;9.229490800339999;0.401376585449;1709;Ribeira de pena;Vila real
10/10/2016 00:00;7.6530275344800005;8.51620101929;8.23252205415;0.265790806064;1709;Ribeira de pena;Vila real
11/10/2016 00:00;6.655917644500001;7.72554636002;7.371892365539999;0.31759281737;1709;Ribeira de pena;Vila real
12/10/2016 00:00;10.1650485992;10.652731895399999;10.452479796;0.136807685636;1709;Ribeira de pena;Vila real
13/10/2016 00:00;9.93400382996;11.028254509000002;10.3764334592;0.326383657136;1709;Ribeira de pena;Vila real
14/10/2016 00:00;6.464825630190001;7.313384056089999;6.832700599319999;0.24922953322799998;1709;Ribeira de pena;Vila real
15/10/2016 00:00;10.331110000599999;11.2837343216;10.7564301057;0.23897378054;1709;Ribeira de pena;Vila real
16/10/2016 00:00;12.0311174393;12.953765869100001;12.493071556099999;0.23033776269900003;1709;Ribeira de pena;Vila real
17/10/2016 00:00;12.1116762161;12.7647476196;12.5204765146;0.18213872411600002;1709;Ribeira de pena;Vila real
18/10/2016 00:00;13.0843963623;13.897987365699999;13.5475531491;0.222732415835;1709;Ribeira de pena;Vila real
19/10/2016 00:00;13.443094253499998;14.085873603800001;13.868819323499999;0.189319157927;1709;Ribeira de pena;Vila real
20/10/2016 00:00;11.345253944400001;11.9725284576;11.713506091700001;0.178931888688;1709;Ribeira de pena;Vila real
21/10/2016 00:00;8.930923461910002;9.99981307983;9.569635998119999;0.284496445328;1709;Ribeira de pena;Vila real
22/10/2016 00:00;10.6008758545;11.0916204453;10.929232684;0.144804951187;1709;Ribeira de pena;Vila real
23/10/2016 00:00;8.41051578522;9.13551998138;8.80713254755;0.183454343956;1709;Ribeira de pena;Vila real
24/10/2016 00:00;7.399652004239999;8.26149368286;7.778985196889999;0.267586848858;1709;Ribeira de pena;Vila real
25/10/2016 00:00;11.4590339661;12.2960281372;11.9671556299;0.22930455658000004;1709;Ribeira de pena;Vila real
26/10/2016 00:00;12.3333711624;12.9238967896;12.7252945466;0.17491714936500002;1709;Ribeira de pena;Vila real
27/10/2016 00:00;12.2570896149;12.9837703705;12.6475793665;0.211409438013;1709;Ribeira de pena;Vila real
28/10/2016 00:00;12.2669973373;12.772444725;12.5327570655;0.154328086096;1709;Ribeira de pena;Vila real
29/10/2016 00:00;11.4192695618;12.065505981400001;11.7624664307;0.18700127795899998;1709;Ribeira de pena;Vila real
30/10/2016 00:00;8.621103286739999;9.59743309021;9.18863721327;0.271788013158;1709;Ribeira de pena;Vila real
31/10/2016 00:00;6.987294197080001;7.80651855469;7.40562950481;0.242286925292;1709;Ribeira de pena;Vila real
01/11/2016 00:00;9.06287479401;9.956986427310001;9.451372926889999;0.27102448978300003;1709;Ribeira de pena;Vila real
02/11/2016 00:00;9.020247459410001;9.83810424805;9.41130308671;0.24030085826900002;1709;Ribeira de pena;Vila real
03/11/2016 00:00;9.383723258969999;10.0687179565;9.780921849339999;0.195396337124;1709;Ribeira de pena;Vila real
04/11/2016 00:00;9.93503093719;10.856518745399999;10.4596702402;0.26044101279599996;1709;Ribeira de pena;Vila real
05/11/2016 00:00;4.13896560669;4.855697155;4.4671457464;0.207410660854;1709;Ribeira de pena;Vila real
06/11/2016 00:00;2.1657333374000003;2.91173672676;2.46307878061;0.225797688516;1709;Ribeira de pena;Vila real
07/11/2016 00:00;0.22298011183699998;0.6944776773450001;0.527270420031;0.11978750271199999;1709;Ribeira de pena;Vila real
08/11/2016 00:00;0.110253036022;0.6109395027160001;0.50640759143;0.139507279322;1709;Ribeira de pena;Vila real
09/11/2016 00:00;5.959633350369999;6.572762966159999;6.26872318441;0.17320219261;1709;Ribeira de pena;Vila real
10/11/2016 00:00;3.91838717461;4.30062532425;4.151285843419999;0.10509750151200001;1709;Ribeira de pena;Vila real
11/11/2016 00:00;4.0489692688;5.34362316132;4.46963401274;0.35534046808499997;1709;Ribeira de pena;Vila real
12/11/2016 00:00;8.66734409332;9.633955955510002;9.01436493614;0.26627036004;1709;Ribeira de pena;Vila real
13/11/2016 00:00;7.277520179750001;8.074691772460001;7.67109185999;0.20674525882300002;1709;Ribeira de pena;Vila real
14/11/2016 00:00;5.76711750031;6.74957227707;6.31590765173;0.268902174353;1709;Ribeira de pena;Vila real
15/11/2016 00:00;3.63028740883;4.4141831398;4.06577047435;0.220644881307;1709;Ribeira de pena;Vila real
16/11/2016 00:00;3.60377216339;4.3942565918000005;4.01012919166;0.206748849742;1709;Ribeira de pena;Vila real
17/11/2016 00:00;4.57605266571;5.72464227676;5.27768572894;0.285053747141;1709;Ribeira de pena;Vila real
18/11/2016 00:00;6.50921869278;7.227519035339999;6.9607943188100005;0.22176626755999998;1709;Ribeira de pena;Vila real
19/11/2016 00:00;4.93727302551;5.477090835569999;5.22151327133;0.15238457852;1709;Ribeira de pena;Vila real
20/11/2016 00:00;5.85497903824;9.15822219849;8.095354296939998;0.8824137905889999;1709;Ribeira de pena;Vila real
21/11/2016 00:00;3.56426215172;4.7541799545300005;4.2029929594599995;0.305013269759;1709;Ribeira de pena;Vila real
22/11/2016 00:00;1.04760086536;2.35065555573;1.61339472641;0.374330342429;1709;Ribeira de pena;Vila real
23/11/2016 00:00;-0.113295093179;0.8690927624700001;0.295818347145;0.291769366418;1709;Ribeira de pena;Vila real
24/11/2016 00:00;1.246773839;1.7065486908;1.51312854073;0.131171194395;1709;Ribeira de pena;Vila real
25/11/2016 00:00;4.13541650772;5.3905825614900005;4.67566325448;0.30723473904599996;1709;Ribeira de pena;Vila real
26/11/2016 00:00;5.35697460175;5.9860987663300005;5.774539817459999;0.186352464332;1709;Ribeira de pena;Vila real
27/11/2016 00:00;4.31857204437;5.44778013229;4.868241353469999;0.31412662129999996;1709;Ribeira de pena;Vila real
28/11/2016 00:00;3.0140724182099996;4.059490203859999;3.4743187210800004;0.31317042150400004;1709;Ribeira de pena;Vila real
29/11/2016 00:00;3.00997495651;4.05254554749;3.51773374731;0.294836781484;1709;Ribeira de pena;Vila real
30/11/2016 00:00;5.01175308228;5.77819824219;5.354440862480001;0.21248909212499997;1709;Ribeira de pena;Vila real
01/12/2016 00:00;7.415571689610001;8.33590698242;7.995033177460001;0.277950315964;1709;Ribeira de pena;Vila real
02/12/2016 00:00;5.728906631469999;6.94265270233;6.31729399074;0.322880360988;1709;Ribeira de pena;Vila real
03/12/2016 00:00;6.546454429630001;7.51031446457;6.988102479410001;0.280531137288;1709;Ribeira de pena;Vila real
04/12/2016 00:00;9.21471500397;9.792749404910001;9.54262586073;0.160753596747;1709;Ribeira de pena;Vila real
