date;minimum;maximum;mean;std;dico;concelho;distrito
08/04/2020 00:00;22.373594284099998;22.8975963593;22.734350554299997;0.13452103074400001;313;Vila verde;Braga
09/04/2020 00:00;16.8696994781;17.3751049042;17.2432596132;0.093840308441;313;Vila verde;Braga
10/04/2020 00:00;16.7065467834;18.6957168579;18.2143598748;0.479773683263;313;Vila verde;Braga
11/04/2020 00:00;19.8259620667;20.1980762482;20.0680567396;0.10581541122199999;313;Vila verde;Braga
12/04/2020 00:00;18.202157974200002;19.3245639801;18.5078953156;0.29504777656;313;Vila verde;Braga
13/04/2020 00:00;16.6554527283;18.095621109;17.7421613718;0.34036713837899996;313;Vila verde;Braga
14/04/2020 00:00;22.4150924683;23.996019363400002;23.6216634142;0.374074704949;313;Vila verde;Braga
15/04/2020 00:00;16.3550872803;18.097661972;17.7530569301;0.400824400207;313;Vila verde;Braga
16/04/2020 00:00;15.950590133699999;17.7951602936;17.3212907033;0.45440810263000003;313;Vila verde;Braga
17/04/2020 00:00;17.1517276764;18.4977893829;18.186995593699997;0.321595744743;313;Vila verde;Braga
18/04/2020 00:00;19.8018512726;20.5970649719;20.3463475756;0.215179641748;313;Vila verde;Braga
19/04/2020 00:00;19.4419155121;20.0973491669;19.9191882204;0.158045657507;313;Vila verde;Braga
20/04/2020 00:00;17.57371521;17.7498054504;17.62594597;0.0357861776143;313;Vila verde;Braga
21/04/2020 00:00;19.433139801;20.7960147858;20.449395200599998;0.32985240616300004;313;Vila verde;Braga
22/04/2020 00:00;17.478996276900002;18.2987041473;18.0929554185;0.206586316602;313;Vila verde;Braga
23/04/2020 00:00;22.8714256287;23.496835708600003;23.2833652913;0.172747388031;313;Vila verde;Braga
24/04/2020 00:00;22.3750457764;23.0969314575;22.894817818699998;0.176315746229;313;Vila verde;Braga
25/04/2020 00:00;15.6009941101;15.9373083115;15.7183314453;0.09844011852;313;Vila verde;Braga
26/04/2020 00:00;15.9625263214;16.8982543945;16.7232509596;0.20997285849300001;313;Vila verde;Braga
27/04/2020 00:00;16.4742832184;18.3950405121;17.902456458499998;0.469248293964;313;Vila verde;Braga
28/04/2020 00:00;17.3958377838;18.9962024689;18.6020763597;0.387294135511;313;Vila verde;Braga
29/04/2020 00:00;15.5709695816;17.6951236725;17.1964182125;0.501850191465;313;Vila verde;Braga
30/04/2020 00:00;15.6522340775;17.8950595856;17.3480573263;0.541370370622;313;Vila verde;Braga
01/05/2020 00:00;16.8533172607;18.396493911700002;18.0364774512;0.364542106701;313;Vila verde;Braga
02/05/2020 00:00;21.536172866799998;22.1982593536;22.0157392327;0.166919244059;313;Vila verde;Braga
03/05/2020 00:00;29.961709976199998;31.0972232819;30.8152176969;0.273111475353;313;Vila verde;Braga
04/05/2020 00:00;20.2027950287;21.266687393199998;20.5012161805;0.27677651267700004;313;Vila verde;Braga
