date;minimum;maximum;mean;std;dico;concelho;distrito
01/01/2020 00:00;16.5793972015;18.1566734314;17.5779230631;0.402792070604;201;Aljustrel;Beja
05/01/2020 00:00;15.1861829758;17.2343635559;16.384957401199998;0.577352357571;201;Aljustrel;Beja
06/01/2020 00:00;15.776816368099999;16.7786140442;16.4952502825;0.231260623863;201;Aljustrel;Beja
08/01/2020 00:00;15.3134117126;16.5513381958;16.0933876935;0.231437044182;201;Aljustrel;Beja
09/01/2020 00:00;13.7074317932;15.1671028137;14.5440904275;0.45056321096199997;201;Aljustrel;Beja
10/01/2020 00:00;12.8803520203;14.4616508484;13.8065052429;0.462491545909;201;Aljustrel;Beja
11/01/2020 00:00;14.3829526901;16.4513263702;15.752261216099999;0.5265080285329999;201;Aljustrel;Beja
15/01/2020 00:00;16.380064010599998;19.3208045959;18.0574388942;0.8722492847799999;201;Aljustrel;Beja
16/01/2020 00:00;17.6619472504;19.4438705444;18.689322073;0.521125230867;201;Aljustrel;Beja
18/01/2020 00:00;17.0379619598;18.5536441803;17.8749029214;0.445925071346;201;Aljustrel;Beja
19/01/2020 00:00;14.7510118484;16.4572982788;15.7595637236;0.497353470947;201;Aljustrel;Beja
20/01/2020 00:00;10.9717235565;12.658791542100001;12.0896393882;0.419413576216;201;Aljustrel;Beja
21/01/2020 00:00;13.2591085434;14.763814926099998;14.1462738008;0.43928654544600004;201;Aljustrel;Beja
25/01/2020 00:00;13.1098117828;13.6988983154;13.519830186199998;0.146905334996;201;Aljustrel;Beja
26/01/2020 00:00;13.366433143599998;16.734357833900003;15.709873378900001;0.821354704688;201;Aljustrel;Beja
30/01/2020 00:00;17.628370285;19.6254673004;18.835257953800003;0.522561621561;201;Aljustrel;Beja
31/01/2020 00:00;17.6436977386;20.107404708900003;19.0913514945;0.669352562214;201;Aljustrel;Beja
01/02/2020 00:00;18.634643554700002;19.5300617218;19.1563088899;0.152714113291;201;Aljustrel;Beja
02/02/2020 00:00;22.6132354736;23.2787742615;23.110558758200003;0.125066690453;201;Aljustrel;Beja
03/02/2020 00:00;24.024374008200002;24.8642082214;24.5043865513;0.225035010569;201;Aljustrel;Beja
08/02/2020 00:00;18.003320694;18.4783058167;18.316360181500002;0.09867726941289999;201;Aljustrel;Beja
09/02/2020 00:00;16.5332183838;18.3483028412;17.6436637778;0.488059626619;201;Aljustrel;Beja
10/02/2020 00:00;19.8172225952;20.955476760899998;20.463886169200002;0.315254769263;201;Aljustrel;Beja
18/02/2020 00:00;16.7977237701;18.536941528299998;17.7442661386;0.505464094732;201;Aljustrel;Beja
19/02/2020 00:00;19.7004051208;21.4461631775;20.7287155502;0.484185580104;201;Aljustrel;Beja
20/02/2020 00:00;19.2250595093;21.2440376282;20.503272876700002;0.521909188349;201;Aljustrel;Beja
21/02/2020 00:00;22.1520519257;24.814657211300002;23.755255054299997;0.728215332394;201;Aljustrel;Beja
22/02/2020 00:00;22.9711551666;24.751230239899996;24.0372653477;0.492594902333;201;Aljustrel;Beja
23/02/2020 00:00;24.0270423889;25.4592342377;24.969708878800002;0.34765152716;201;Aljustrel;Beja
24/02/2020 00:00;22.2157306671;24.0205764771;23.212265043899997;0.478284619115;201;Aljustrel;Beja
29/02/2020 00:00;17.2008895874;18.846908569300002;18.1640832555;0.444224271339;201;Aljustrel;Beja
01/03/2020 00:00;17.6624717712;20.112745285;19.2407337623;0.599778906375;201;Aljustrel;Beja
02/03/2020 00:00;16.768787384;17.870508194;17.473610554500002;0.279845828704;201;Aljustrel;Beja
03/03/2020 00:00;17.4162635803;18.1017589569;17.9267207924;0.155991479113;201;Aljustrel;Beja
07/03/2020 00:00;19.4869003296;21.0487213135;20.443051044;0.40727327082099996;201;Aljustrel;Beja
09/03/2020 00:00;21.4882450104;23.4040412903;22.5397631564;0.48461111382;201;Aljustrel;Beja
10/03/2020 00:00;26.7991085052;27.4105758667;27.116548893;0.11341575037599999;201;Aljustrel;Beja
12/03/2020 00:00;24.0095787048;25.2980728149;24.706692489;0.274083775345;201;Aljustrel;Beja
13/03/2020 00:00;20.608093261700002;22.314302444499997;21.5396050426;0.432974342218;201;Aljustrel;Beja
19/03/2020 00:00;21.3035030365;24.0178070068;22.8749019698;0.748610026092;201;Aljustrel;Beja
20/03/2020 00:00;13.7536401749;14.186317443800002;14.022352216500002;0.10740290779100001;201;Aljustrel;Beja
21/03/2020 00:00;12.725712776199998;14.528725624100002;14.0724038827;0.44288195240199996;201;Aljustrel;Beja
22/03/2020 00:00;17.2512359619;19.1467952728;18.339582322200002;0.553317209749;201;Aljustrel;Beja
26/03/2020 00:00;19.1451873779;19.855556488;19.5177738933;0.17316214122600002;201;Aljustrel;Beja
27/03/2020 00:00;17.8963012695;19.4459056854;18.811186133099998;0.39571604289800005;201;Aljustrel;Beja
28/03/2020 00:00;19.439443588299998;20.928720474200002;20.207190307;0.427669106171;201;Aljustrel;Beja
29/03/2020 00:00;19.2533073425;20.7420272827;20.0935947827;0.404112419953;201;Aljustrel;Beja
30/03/2020 00:00;14.1195259094;14.5275144577;14.3534568019;0.103326817825;201;Aljustrel;Beja
31/03/2020 00:00;12.8967647552;14.2572441101;13.847436825599999;0.320574905808;201;Aljustrel;Beja
01/04/2020 00:00;14.7341070175;16.8256111145;15.9942974909;0.5620653354940001;201;Aljustrel;Beja
02/04/2020 00:00;17.6278171539;18.668485641500002;18.218695763699998;0.288296886665;201;Aljustrel;Beja
03/04/2020 00:00;21.6221961975;23.0408916473;22.4683822448;0.350549072082;201;Aljustrel;Beja
04/04/2020 00:00;17.3019485474;19.7367706299;18.840908017100002;0.665281831016;201;Aljustrel;Beja
05/04/2020 00:00;18.3492183685;21.1159763336;20.0936639439;0.7228764323549999;201;Aljustrel;Beja
06/04/2020 00:00;21.157989502;22.6231117249;21.9627398067;0.383970702873;201;Aljustrel;Beja
07/04/2020 00:00;21.3734893799;23.2298545837;22.460029898400002;0.497880342638;201;Aljustrel;Beja
08/04/2020 00:00;19.8932285309;21.3554763794;20.7830028325;0.38169595103500004;201;Aljustrel;Beja
09/04/2020 00:00;18.1898841858;20.4084777832;19.5917228265;0.558986305195;201;Aljustrel;Beja
10/04/2020 00:00;22.3801403046;23.063207626300002;22.79442937;0.148758717881;201;Aljustrel;Beja
11/04/2020 00:00;22.956813812300002;24.6045379639;23.751001420599998;0.468805358842;201;Aljustrel;Beja
12/04/2020 00:00;23.0237636566;24.241651535;23.6793112264;0.321113111521;201;Aljustrel;Beja
13/04/2020 00:00;19.3449726105;20.154253005999998;19.8973416093;0.170518883085;201;Aljustrel;Beja
14/04/2020 00:00;19.2322006226;22.215593338;20.9877941123;0.864556976323;201;Aljustrel;Beja
15/04/2020 00:00;18.5127544403;19.5640640259;19.1522086705;0.265849740819;201;Aljustrel;Beja
16/04/2020 00:00;19.8036994934;21.43775177;20.7263497325;0.451566317302;201;Aljustrel;Beja
17/04/2020 00:00;19.7819061279;20.9635429382;20.5630122462;0.280439665308;201;Aljustrel;Beja
18/04/2020 00:00;21.2826385498;22.8414287567;22.2123839088;0.39010006724;201;Aljustrel;Beja
19/04/2020 00:00;19.2506580353;19.6859302521;19.5212020707;0.10379427172599999;201;Aljustrel;Beja
20/04/2020 00:00;17.0599193573;17.9695301056;17.6619023755;0.218065616785;201;Aljustrel;Beja
21/04/2020 00:00;18.319103241;19.5608272552;19.0674124787;0.317510559943;201;Aljustrel;Beja
22/04/2020 00:00;19.761447906500003;21.0567131042;20.5453954317;0.320733541819;201;Aljustrel;Beja
23/04/2020 00:00;23.8563938141;24.833003997800002;24.365924205;0.22450577673099997;201;Aljustrel;Beja
24/04/2020 00:00;23.7255878448;25.1290035248;24.4981048091;0.34703855895400004;201;Aljustrel;Beja
25/04/2020 00:00;18.9011611938;20.3476219177;19.701314304300002;0.422265166446;201;Aljustrel;Beja
26/04/2020 00:00;19.3009681702;21.0320606232;20.2244190617;0.5122280224019999;201;Aljustrel;Beja
27/04/2020 00:00;19.3448448181;21.3321380615;20.5224762464;0.524698777313;201;Aljustrel;Beja
28/04/2020 00:00;20.7098007202;22.427551269499997;21.695041235;0.454881417658;201;Aljustrel;Beja
29/04/2020 00:00;20.1316928864;21.2606773376;20.7457450224;0.197409358717;201;Aljustrel;Beja
30/04/2020 00:00;21.3796253204;22.7445259094;22.1909765415;0.334754017887;201;Aljustrel;Beja
01/05/2020 00:00;23.1786956787;24.1812000275;23.827349568899997;0.186815021658;201;Aljustrel;Beja
02/05/2020 00:00;27.7611255646;28.4455738068;28.1787939593;0.141134352688;201;Aljustrel;Beja
03/05/2020 00:00;31.9091911316;33.7488746643;32.9781043889;0.5524181057549999;201;Aljustrel;Beja
04/05/2020 00:00;24.0242595673;24.7528934479;24.5013113627;0.151273713614;201;Aljustrel;Beja
05/05/2020 00:00;24.4317378998;25.3458824158;24.9771790369;0.19366886775199998;201;Aljustrel;Beja
06/05/2020 00:00;25.5107498169;26.6342411041;26.0723000199;0.308443966781;201;Aljustrel;Beja
07/05/2020 00:00;27.9880237579;28.8246326447;28.587395014899997;0.15336243953;201;Aljustrel;Beja
08/05/2020 00:00;22.3535518646;23.1853408813;22.6822448079;0.158760340733;201;Aljustrel;Beja
09/05/2020 00:00;19.463804245;21.0477867126;20.431831793900002;0.41179918613899996;201;Aljustrel;Beja
10/05/2020 00:00;19.1926689148;20.3625850677;19.8666500659;0.32269401049;201;Aljustrel;Beja
11/05/2020 00:00;19.3907794952;21.1434612274;20.4718885693;0.45273836962200004;201;Aljustrel;Beja
12/05/2020 00:00;19.9081726074;24.0444126129;22.220857123600002;1.17270678135;201;Aljustrel;Beja
