date;minimum;maximum;mean;std;dico;concelho;distrito
01/01/2020 00:00;12.725623130799999;15.799998283399999;15.331366983599999;0.829569212754;1001;Alcobaça;Leiria
02/01/2020 00:00;12.0689373016;14.0999965668;13.6437671749;0.47355613976899996;1001;Alcobaça;Leiria
05/01/2020 00:00;15.1080904007;16.5999984741;16.2167919339;0.41804011759000004;1001;Alcobaça;Leiria
08/01/2020 00:00;12.3229551315;16.1999969482;15.5283826561;1.1036845336799999;1001;Alcobaça;Leiria
11/01/2020 00:00;14.616134643599999;17.5999965668;16.9371656197;0.823924604407;1001;Alcobaça;Leiria
14/01/2020 00:00;14.033338546800001;15.497341156;14.7127167775;0.33091978364999997;1001;Alcobaça;Leiria
15/01/2020 00:00;16.5110378265;18.5749282837;17.8956070499;0.481634354166;1001;Alcobaça;Leiria
16/01/2020 00:00;17.103603363;17.6999988556;17.560676464100002;0.163336752434;1001;Alcobaça;Leiria
19/01/2020 00:00;15.8042049408;16.879447937000002;16.422353891900002;0.23445906324000002;1001;Alcobaça;Leiria
21/01/2020 00:00;13.106446266199999;15.5347204208;14.231034866300002;0.494505584977;1001;Alcobaça;Leiria
23/01/2020 00:00;13.115655899000002;13.390934944200001;13.2736938426;0.056698272680199994;1001;Alcobaça;Leiria
25/01/2020 00:00;14.008749008199999;15.493942260699999;14.987567088499999;0.336141242904;1001;Alcobaça;Leiria
28/01/2020 00:00;14.914084434500001;17.781539917;16.948992588699998;0.718487763002;1001;Alcobaça;Leiria
29/01/2020 00:00;15.605309486400001;17.2999992371;16.9619978292;0.49336566766199996;1001;Alcobaça;Leiria
30/01/2020 00:00;14.8041286469;16.1999988556;15.904715146400001;0.40444727197400004;1001;Alcobaça;Leiria
03/02/2020 00:00;22.4041213989;23.7999973297;23.4512177251;0.406517812624;1001;Alcobaça;Leiria
04/02/2020 00:00;15.012309074400001;19.1709213257;17.9740327683;1.0869443073;1001;Alcobaça;Leiria
05/02/2020 00:00;20.544624328599998;21.599998474099998;21.3351846824;0.268047320804;1001;Alcobaça;Leiria
07/02/2020 00:00;17.6328105927;18.1000003815;18.0307194576;0.09644448914719998;1001;Alcobaça;Leiria
09/02/2020 00:00;15.509822845499999;17.0996284485;16.7696328808;0.427219857724;1001;Alcobaça;Leiria
11/02/2020 00:00;15.1196212769;17.9999980927;17.4904440613;0.7907686902459999;1001;Alcobaça;Leiria
18/02/2020 00:00;12.8159065247;15.0940485001;14.5966165469;0.585939069015;1001;Alcobaça;Leiria
20/02/2020 00:00;13.7395744324;20.5399971008;18.735421100099998;1.7051368749;1001;Alcobaça;Leiria
21/02/2020 00:00;20.619977951;23.4999980927;22.9797225713;0.7827371218699999;1001;Alcobaça;Leiria
23/02/2020 00:00;18.7490768433;25.4569244385;24.002046069099997;1.7067716260299999;1001;Alcobaça;Leiria
24/02/2020 00:00;13.2386026382;21.030878067;18.3166943909;1.80545084867;1001;Alcobaça;Leiria
26/02/2020 00:00;13.714202880899999;15.9862594604;15.352158465799999;0.550213129935;1001;Alcobaça;Leiria
28/02/2020 00:00;16.0432434082;21.7999954224;20.8118191318;1.5516454344400001;1001;Alcobaça;Leiria
29/02/2020 00:00;16.1069355011;17.1158237457;16.886139533399998;0.257198742322;1001;Alcobaça;Leiria
01/03/2020 00:00;14.9129619598;16.8918399811;16.500495933699998;0.531289647207;1001;Alcobaça;Leiria
02/03/2020 00:00;14.7048540115;16.291425705;15.818472986600002;0.407510534379;1001;Alcobaça;Leiria
03/03/2020 00:00;16.8086509705;18.486787795999998;17.9382055117;0.396405785518;1001;Alcobaça;Leiria
04/03/2020 00:00;16.4191894531;19.1877746582;18.4850073782;0.677061843626;1001;Alcobaça;Leiria
05/03/2020 00:00;14.7047109604;16.1972351074;15.743587249700001;0.37974458773100006;1001;Alcobaça;Leiria
06/03/2020 00:00;14.108970642100001;15.6008863449;15.2865894221;0.40113407582500005;1001;Alcobaça;Leiria
07/03/2020 00:00;14.6216115952;19.6321849823;17.5772504138;1.0997599167299998;1001;Alcobaça;Leiria
08/03/2020 00:00;16.409368515;16.608093261700002;16.565297274200002;0.0504923310703;1001;Alcobaça;Leiria
09/03/2020 00:00;14.717804908800002;18.2699337006;17.0706934123;0.83237729533;1001;Alcobaça;Leiria
10/03/2020 00:00;14.6461448669;23.8926830292;20.603389956500003;2.1134339004099996;1001;Alcobaça;Leiria
11/03/2020 00:00;14.669277191199999;28.2215251923;23.351032213299998;3.064197392;1001;Alcobaça;Leiria
12/03/2020 00:00;15.229473114000001;20.852453231800002;18.914808826199998;1.2932020576899999;1001;Alcobaça;Leiria
13/03/2020 00:00;14.1178398132;16.4866523743;15.796324130999999;0.537207788528;1001;Alcobaça;Leiria
16/03/2020 00:00;12.909968376199998;14.691176414500001;14.193971924200001;0.442532125163;1001;Alcobaça;Leiria
17/03/2020 00:00;18.1140460968;19.9999980927;19.6758604234;0.509899960865;1001;Alcobaça;Leiria
18/03/2020 00:00;21.2178649902;24.2540836334;23.1002763711;0.648163586322;1001;Alcobaça;Leiria
19/03/2020 00:00;17.332963943499998;22.762815475500002;21.645734759299998;1.46856405857;1001;Alcobaça;Leiria
20/03/2020 00:00;13.1002960205;13.699998855599999;13.535939073800002;0.18831779357500003;1001;Alcobaça;Leiria
21/03/2020 00:00;14.019443512;16.7876281738;16.212883753499998;0.7213937551590001;1001;Alcobaça;Leiria
22/03/2020 00:00;14.822353363;17.799997329700002;17.3180379798;0.814056976862;1001;Alcobaça;Leiria
23/03/2020 00:00;15.630730629;21.1350765228;19.3545977597;1.28280807183;1001;Alcobaça;Leiria
24/03/2020 00:00;17.0303897858;21.9690322876;20.8780902457;1.3044293652799999;1001;Alcobaça;Leiria
25/03/2020 00:00;15.4320068359;21.1626300812;19.4775525775;1.39311892451;1001;Alcobaça;Leiria
